Entity1,Relation,Entity2
盐酸克伦特罗,属于,畜牧业药物
小麦,感染,纹枯病
菠萝蜜,属于,农作物
曲霉菌病,属于,疾病
隐性乳房炎,属于,动物疾病
葛根,属于,农作物
乐果,防治,红蜘蛛
抗菌剂,属于,农作物药物
棉花,被危害,玉米螟
病毒,属于,害虫
肝泰乐片,属于,畜牧业药物
猪病,属于,疾病
水肿病,属于,疾病
硒,属于,畜牧业药物
桔梗科,属于,农作物
母羊,属于,动物
薏苡,属于,农作物
小黄鱼,属于,鱼类
赤芍,属于,害虫
蛛形纲,纲,硬蜱
美洲驼,属于,动物
稻飞虱,属于,农作物虫害
白毒灵一号,属于,农作物药物
不安,属于,动物疾病
银荆,属于,农作物
百菌清600,属于,农作物药物
丧失消化吸收功能,属于,动物疾病
香葱,感染,霜霉病
锥虫,属于,害虫
扁豆,别名,四季豆
井冈多菌灵悬浮剂,属于,农作物药物
驴,属于,动物
柑桔,被危害,粉虱
犬传染性肝炎高免血清,属于,畜牧业药物
枸杞,属于,农作物
杭白芍,属于,畜牧业药物
水貂,属于,动物
澳洲细叶金合欢,属于,农作物
葱白,属于,畜牧业药物
施基肥拌药,属于,农作物药物
菌丝,属于,微生物
早稻,属于,农作物
杨树林,属于,农作物
甲氨基阿维菌素苯甲酸盐,别名,甲维盐
番薯,属于,农作物
鸡白痢,属于,传染病
琥胶肥酸铜可湿性粉剂,防治,菌核病
肾变病型,属于,动物疾病
猪棘头虫,属于,害虫
病毒病,属于,农作物病害
柏树,属于,农作物
葱蚜,属于,农作物虫害
草菇V238,属于,草菇
腈菌唑乳油,防治,疫病
滤食性鱼类,属于,动物
链霉素,属于,畜牧业药物
辣椒,感染,软腐病
危赤皮病,属于,动物疾病
柳,属于,树
甘油,属于,畜牧业药物
水芋,属于,农作物
野苜蓿,别名,花苜蓿
大白菜,属于,农作物
枸杞子,属于,农作物
茉莉属,属于,花卉
锦鲤,属于,动物
茯苓,被危害,白蚁
杀螟松,属于,畜牧业药物
成鱼,属于,动物
辣椒,感染,烟青虫
猪,属于,动物
幼虫,属于,农作物虫害
鲤,属于,动物
秋莴苣,属于,农作物
红掌,属于,花卉
百草肠清,属于,畜牧业药物
肝硬化,防治,肝泰乐片
石竹花,属于,花卉
桑白皮,属于,害虫
肌肉白浊病,属于,动物疾病
香玲,属于,农作物
1605粉,防治,吸浆虫
农作物虫害,属于,害虫
杀毒矾,防治,褐斑病
高锰酸钾溶液,属于,农作物药物
仙人掌,属于,农作物
落叶病,属于,农作物病害
灭虫丁,属于,畜牧业药物
硫代硫酸钠注射液,属于,畜牧业药物
真菌,病原,白叶枯病
穿山甲,属于,野生动物
环丙氨嗪,别名,灭蝇胺
北京小杂56号,属于,农作物
多粘类芽孢杆菌,属于,细菌
世高,属于,农作物药物
敌敌威乳剂,属于,农作物药物
硕丹,防治,大造桥虫
莱农14号,属于,农作物
白玉兰,属于,乔木和花灌木类
成年牛,属于,动物
党参,属于,农作物
鱼卵,属于,动物
甘青蒿,属于,农作物
西兰花,感染,霜霉病
发财树,属于,农作物
绿宝珠,属于,农作物
玉米,被危害,飞虱
腹泻,不良反应,鱼腥草
漂浮农作物,属于,农作物
意杨,属于,农作物
异物性肺炎,属于,疾病
瘤黑粉菌,属于,农作物虫害
豚鼠,属于,动物
糯玉米,属于,维生素
犬瘟热,属于,动物疾病
肉鸡,属于,动物
菜蚜,属于,害虫
蝗虫,属于,动物
溃疡病,属于,细菌性病害
集琦虫螨克,防治,斑潜蝇
云苓,属于,畜牧业药物
田螺,别名,海螺
腐霉利烟剂熏烟防治灰霉病,防治,病害
苦草,属于,农作物
花叶万年青,属于,农作物
铝胶苗,属于,畜牧业药物
花菇,属于,真菌
呕吐,不良反应,阿莫西林
灭幼脲悬浮剂,属于,农作物药物
地老虎,属于,害虫
水仙,属于,花朵
西兰花,感染,软腐病
红眼病,属于,动物疾病
后备仔猪,属于,动物
九重葛,属于,农作物
广木香,别名,广香
白鲢,属于,动物
涂白剂,防治,病虫
桂花树,属于,农作物
果类,被危害,甘蓝夜蛾
喹菌酮,属于,农作物药物
空心菜,属于,中药
细菌性病害,属于,农作物
流行性乙型脑炎,属于,疾病
甲霜锰锌,属于,农作物药物
西红柿,属于,蔬菜
纹枯病,属于,细菌
传染疾病,属于,动物疾病
米乐尔,属于,农作物药物
乳房炎,属于,动物疾病
早稻,属于,水稻
牡丹花,属于,农作物
扁豆,被危害,蚜虫
采菇,属于,农作物
苦参,属于,畜牧业药物
瓜子,别名,葵花籽
鼻粘膜发炎,属于,动物疾病
葱,被危害,葱蓟马
灭多威,防治,桃小食心虫
海水鱼,属于,动物
枯萎病,属于,疾病
高效氯氰菊酯,防治,大造桥虫
异丙威,属于,农作物药物
鸭瘟,属于,动物疾病
耐热华王青梗白菜,属于,夏小白菜
板蓝根,属于,畜牧业药物
牛,别名,架子牛
柳,属于,农作物
甲基硫菌灵可湿性粉剂,防治,霜霉病
稻苗,属于,农作物
霉菌,属于,微生物
番茄,防治,安泰生
万灵 新高脂膜,防治,莱青虫
黄荆,属于,中药
农作物虫害,属于,昆虫
增产素,属于,农作物药物
马蹄莲,属于,农作物
碳酸氢钠液,属于,畜牧业药物
斑蟊,属于,农作物
舌状绦虫,属于,害虫
花木,属于,农作物
大便不通,属于,动物疾病
马铃薯,防治,安泰生
乐果乳油,防治,潜叶蝇
疥螨,属于,害虫
杀灭菊脂,防治,菜青虫
绒山羊,属于,农作物
石膏,属于,畜牧业药物
农作物,防治,除草剂
农作物,被危害,棉铃虫
矮生秋菜,属于,蔬菜
鲁芦笋1号,属于,芦笋
蚜科,科,桃粉蚜
豆梨,属于,农作物
芦笋王,属于,农作物
兰花,感染,腐烂病
大腹皮,属于,农作物
多菌灵等苯骈咪唑,属于,农作物药物
毒麦,属于,农作物
小叶病,属于,农作物病害
竹节秋海棠,属于,农作物
天龙宝,防治,大造桥虫
灌木,属于,红叶小檗
好灭丹,防治,美国白蛾
桃粉蚜,属于,害虫
大蒜,被危害,细菌
野豌豆,属于,中药
粘孢子虫,属于,害虫
轮状病毒,属于,疾病
斑点叉尾,属于,动物
夏小白菜,属于,蔬菜
多菌灵可湿性粉剂,防治,叶斑病
烂鳃病,属于,疾病
杀虫双,属于,农作物药物
高羊茅,属于,农作物
原虫病,属于,动物疾病
禾蓟马,属于,害虫
抗虫威可湿性粉剂,防治,潜叶蝇
香葱,属于,农作物
氯化钾,属于,农作物药物
皇冠一号,属于,农作物
多肉农作物,属于,花卉
葡萄糖液,属于,畜牧业药物
溃疡,属于,动物疾病
马齿苋,属于,农作物
三角梅,别名,叶子花
慢性鼻炎,属于,动物疾病
婆婆纳,属于,动物
花鲈,属于,动物
乌药,属于,中药
青链霉素,属于,动物
乐杀螨,属于,畜牧业药物
锥虫,属于,疾病
香蕉,属于,农作物
软腐病,别名,姜瘟
皮棉,属于,农作物
虱,属于,害虫
三叶草,属于,农作物
芦笋,被危害,金针虫
黄颡鱼,属于,动物
砂仁,属于,畜牧业药物
褐纹病,别名,花生网斑病
木薯,属于,农作物
高锰酸钾,防治,病毒病
病铃,属于,农作物病害
链霉素,防治,青枯病
指环虫,属于,害虫
胞蚴,属于,害虫
鹅,属于,动物
痢疾,属于,疾病
黄鱼,别名,黄花鱼
菠菜,属于,蔬菜
霉菌,属于,农作物病害
溴氰菊脂,防治,小菜蛾
地瓜,别名,番薯
风湿性关节炎,属于,疾病
扑净加二甲四氯复合,属于,农作物药物
油松,属于,中药
护树将军,属于,农作物药物
耐热华王青梗白菜,属于,农作物
油柿,属于,农作物
铺头鳋,属于,害虫
维生素E,属于,畜牧业药物
鸭传染性浆膜炎,别名,鸭疫里默氏杆菌病
十字花科,科,豆瓣菜
棕榈科,科,鱼尾葵
禾本科,科,甜玉米
冬瓜,别名,瓜皮
旱稗,属于,农作物
扑虱灵乳油,属于,农作物药物
硫磺,别名,硫磺粉
梨,属于,果园
左旋咪唑,属于,疾病
托布津,防治,锈病
疥疮,属于,动物疾病
红富士苹果,别名,红富士
疾病,防治,卵黄抗体
有棱丝瓜,属于,农作物
乐果乳油,防治,葱蚜
母鸡,属于,动物
彩椒,属于,农作物
枸杞,属于,农作物
杏树,属于,树
网状斑,属于,农作物病害
灭幼脲,防治,枣步曲
甜瓜,属于,农作物
浓碱水,属于,农作物药物
杀毒矾,防治,霜霉病
黑茶,属于,茶
豇豆荚螟,别名,豆荚螟
南美白对虾,属于,动物
杀毒矾可湿性粉剂,防治,斑枯病
速灭杀丁,防治,枣步曲
黑头病,属于,农作物病害
稻苗,属于,水稻
桃蛀螟,被危害,黄桃
连翘,属于,花卉
甲基托布津,防治,根腐病
双链季胺盐化合物,属于,畜牧业药物
异丙威,属于,农作物药物
康乃馨,属于,农作物
霜霉威,防治,霜霉病
洋葱,属于,瓜果类蔬菜
柏,属于,树
萝卜,感染,软腐病
胡瓜鱼,属于,动物
阿托品,属于,疾病
公猪,属于,动物
金雷多米尔,属于,农作物药物
爬蜂病,属于,动物疾病
菱角,感染,菱瘟
菌毒绝杀,属于,畜牧业药物
苹果,属于,果园
西红柿,被危害,蚜虫
番茄,被危害,红蜘蛛
水肿病,属于,动物疾病
扇贝,属于,动物
病毒Ａ,属于,农作物药物
大葱,被危害,葱蝇
蒜头,属于,农作物
黄瓜,感染,角斑病
清瘟败毒散,属于,中药
康培2号 新高脂膜,防治,真菌性叶枯病
轮叶黑藻,属于,农作物
鳝鱼,属于,动物
猪支原体肺炎,属于,疾病
制霉菌素,属于,畜牧业药物
抗虫威可湿性粉剂,防治,葱蚜
鳢,属于,农作物
氟氯氰菊酯,属于,农作物药物
苕藤,属于,农作物
植病灵乳剂,属于,农作物药物
稻草,属于,农作物
硝化细菌,属于,微生物
狼,属于,动物
丝瓜,感染,灰霉病
淮稻13号,属于,迟熟中粳稻
落果,属于,农作物病害
哺乳兔,属于,动物
芒硝,属于,畜牧业药物
梨星毛虫,属于,农作物虫害
安乃近,属于,西药
磷酸二氢钾,防治,早衰
硫酸锌肥,属于,农作物药物
吡虫啉可湿性粉剂,防治,黄曲条跳甲
苜蓿,属于,农作物
敌杀死乳油,属于,农作物药物
果树,被危害,顶梢卷叶虫
莲花,属于,农作物
杂毛鸡,属于,动物
四季豆,被危害,斜纹夜蛾
绿荆,属于,农作物
芦笋,感染,茎枯病
旋花科,科,葛藤
羊狂蝇,属于,害虫
虱,属于,昆虫
吸虫病,属于,疾病
桔,属于,果树
干乳牛,属于,动物
富贵竹,属于,农作物
菜苜蓿,别名,苜蓿
鼻炎病,属于,动物疾病
小爪虫病,属于,动物疾病
喹啉酮,属于,农作物药物
人畜共患病,属于,疾病
抗菌消炎药物,属于,害虫
叶青双,属于,农作物虫害
菊糖,属于,中药
桃,被危害,梨小食心虫
多酚,属于,动物
香玲,属于,害虫
桃花,属于,农作物
动物,感染,华支睾吸虫病
免疫变态反应,属于,动物疾病
维生素B1,属于,畜牧业药物
异食癖,属于,疾病
水蜈蚣,属于,害虫
落葵,属于,农作物
大葱,感染,霜霉病
黄瓣瓜,属于,南瓜苗
附红细胞体病,属于,疾病
豆角,属于,农作物
施保克,属于,农作物药物
红叶石楠,属于,农作物
盐酸肾上腺素,属于,畜牧业药物
芥菜,属于,农作物
伊乐藻,属于,农作物
花椰菜,别名,菜花
敌百虫晶体,属于,畜牧业药物
传染性支气管炎,属于,动物疾病
番茄疫霉根腐病,属于,农作物病害
泰乐菌素,属于,疾病
敌百虫,防治,小地老虎
肾药,属于,畜牧业药物
向日葵褐斑病,属于,农作物病害
大苗立枯病,属于,农作物病害
贡选1号,属于,农作物
桃蚜,被危害,黄桃
甲霜灵颗粒剂,属于,农作物药物
打印病,属于,疾病
喜林芋类花卉,属于,农作物
杀虫剂,属于,农作物药物
驱蛔灵,属于,畜牧业药物
精异丙甲草胺,属于,农作物药物
鳕鱼,属于,动物
鸭疫巴氏杆菌病,属于,疾病
生鱼,属于,动物
杏树,属于,农作物
肠炎病,属于,疾病
青顶症,属于,农作物病害
贝尼尔,属于,畜牧业药物
猫泌尿系综合征,属于,动物疾病
禾本科,科,糯稻
龙胆紫,属于,畜牧业药物
介壳虫,别名,蚧壳虫
多菌灵可湿性粉剂,防治,赤霉病
第二茬瓜雌花,属于,第二茬瓜
白头翁,属于,畜牧业药物
气喘病,属于,疾病
寡产鸡,属于,动物
苋科,科,籽粒苋
冰草,属于,农作物
低产鸭,属于,动物
草莓,被危害,蚜虫
景龙宝,属于,西瓜
云纹斑病,别名,花生网斑病
苗木,属于,白皮松
鸭疫里氏杆菌病,属于,动物疾病
病毒,导致,灰霉病
柏,属于,农作物
羊肚菌,属于,真菌
烟草,被危害,蚜虫
三角梅,别名,簕杜鹃
炭疽,属于,动物疾病
传染性坏死性肠炎,属于,动物疾病
地龙,属于,畜牧业药物
茎基腐病,属于,农作物病害
羊病,属于,疾病
丙酮,属于,畜牧业药物
雌虾,属于,动物
水蛭,别名,蚂蟥
断乳仔猪,属于,动物
马尾松,属于,农作物
灭多威,防治,绿盲蝽
肺炎支原体,属于,害虫
树莓,别名,红树莓
多菌灵,防治,锈病
小菜蛾,属于,农作物虫害
树苗,属于,果树
胡萝卜,被危害,四绒金龟甲
飞虱,属于,农作物虫害
真菌性疾病,属于,动物疾病
漂白粉,属于,畜牧业药物
青桐,属于,动物
细菌性肠炎病,属于,疾病
水晶兰,属于,农作物
速克灵,属于,农作物药物
停产鸡,属于,动物
疫苗,属于,害虫
扁豆,属于,中草药
带腐病,属于,农作物病害
癞蛤蟆,属于,动物
水葫芦,属于,农作物
肺绦虫,属于,害虫
水稻,感染,纹枯病
冬瓜,属于,农作物
夜蛾科,科,甜菜夜蛾
急性乳房炎,属于,动物疾病
有益菌,属于,畜牧业药物
竹节秋海棠,属于,中药
常山,属于,畜牧业药物
弓形虫,属于,疾病
噻呋酰胺,属于,农作物药物
顶腐病,属于,农作物病害
革兰氏阴性菌,属于,细菌
碘甘油,属于,西药
福玛,属于,农作物药物
蘑菇,属于,食用菌
蔷薇科,科,黄刺玫
肝炎病毒,属于,病毒
棉粉虱,属于,害虫
梨小食心虫,属于,农作物虫害
鱼,属于,动物
华支睾吸虫病,属于,疾病
吡虫啉,防治,蚜虫
曲霉,属于,动物
敌敌畏,防治,红蜘蛛
毛头鬼伞,属于,微生物
广玉兰,属于,乔木和花灌木类
病症,属于,疾病
甲维盐,防治,好灭丹
辛硫磷,防治,蚜虫
杏鲍菇,属于,真菌
黄芪,属于,农作物
侧柏叶,属于,畜牧业药物
十字花科,科,青菜
扫帚病,属于,农作物病害
棉桃,属于,农作物
肠道病原菌,属于,害虫
阿胶,属于,畜牧业药物
绿叶菜,属于,农作物
菊科,科,葵花籽
布鲁氏菌属,属于,害虫
裂果症,属于,农作物病害
病害,感染,荠菜
大功臣,防治,蚜虫
腐烂病,别名,姜瘟
育肥猪,属于,动物
牛蒡子,属于,畜牧业药物
鱼巢,属于,动物
氯化钙液,防治,脐腐病
克虫星粉剂,属于,畜牧业药物
拉索,属于,农作物药物
杀病毒药剂,属于,农作物药物
稻飞虱,属于,害虫
西府海棠,属于,农作物
杜邦万克灵,防治,蝼蛄
郑杂5号,属于,农作物
百虫净,属于,农作物药物
麦叶蜂,属于,动物
胡椒,别名,白胡椒
尖椒,属于,农作物
淡竹,属于,动物
小球藻,属于,农作物
玉米,属于,农作物
莱芜雪野黑兔,属于,动物
三唑酮,防治,叶锈病
殖酸硼钙,防治,裂果症
杏,被危害,食心虫
果轮纹病,属于,农作物病害
地榆炭,属于,农作物
谷子,别名,水稻
禾本科,科,狼尾草
盐酸肾上腺素注射液,属于,西药
豆瓣菜,属于,农作物
氯化钠,别名,食盐
抗菌药物,属于,畜牧业药物
梨星毛虫,属于,害虫
禾本科,科,莜麦
桃蚜,属于,农作物虫害
母狐,属于,动物
菌核净,防治,菌核病
安钠加,属于,畜牧业药物
V20,属于,草菇
敌草隆,属于,农作物药物
亲苗,属于,农作物药物
君子兰,属于,农作物
红掌,属于,农作物
金针虫,属于,农作物虫害
肺火,属于,疾病
雪鸽,属于,动物
白灵菇,属于,食用菌
夜蛾科,科,小地老虎
食心虫,属于,农作物虫害
野蛞蝓,属于,害虫
上海青,属于,冬春小白菜
喷菊酷类,属于,农作物药物
桂花,属于,农作物
辣椒,感染,白粉病
芹菜细菌性叶斑病,属于,农作物病害
薏米,属于,农作物
核果类果树,属于,农作物
农作物,被危害,金针虫
瓜子,别名,四季海棠
苹果,被危害,卷叶蛾
甲敌粉,防治,吸浆虫
藕,属于,水生农作物
农作物药物,属于,农作物药物
蹄裂病,属于,动物疾病
多菌灵可湿性粉剂,防治,霜霉病
黄瓜,感染,枯萎病
蔬菜,防治,锐劲特
砧木南瓜,属于,农作物
枣苗,属于,枣树
皖绿,属于,农作物
漂白粉,属于,微生物
辣椒,被危害,红蜘蛛
酸中毒,属于,疾病
母草,属于,农作物
链球菌感染疾病,属于,动物疾病
传染性喉气管炎,属于,疾病
烤烟,被危害,烟青虫
大头菜,别名,芜菁
菊科,科,紫菀
黑鱼,别名,乌鱼
茅根,属于,农作物
莲子,属于,荷花
淮稻9号,属于,水稻
银杏果实,属于,银杏
组织滴虫病,属于,动物疾病
石榴树,被危害,矢尖蚧
棉铃,属于,农作物
消化系统疾病,属于,疾病
顶梢卷叶虫,属于,农作物虫害
北京新1号大白菜,属于,农作物
蚕卵,属于,动物
金叶女贞,属于,农作物
等量式波尔多液,防治,青枯病
栗树,属于,农作物
红霉素,属于,畜牧业药物
绿豆,属于,农作物
口舌生疮,属于,疾病
西红柿,被危害,粉虱
十三星瓢虫,属于,害虫
瑞香,属于,农作物
病原体,属于,疾病
九江头槽绦虫,属于,害虫
除虫菊,属于,农作物
轮状病毒,属于,害虫
苹果,感染,农作物病害
水苋菜,属于,农作物
艾美虫,属于,害虫
革兰氏阴性菌,属于,疾病
脓疱病,属于,动物疾病
青桐,属于,农作物
肉仔鸡,属于,动物
乐果,防治,卷叶蛾
蔷薇科,科,碧桃
辽核4号,属于,农作物
幼畜禽,属于,动物
抗虫棉,属于,花卉
链霉素,属于,农作物药物
泡桐,属于,树
茶炭疽病,属于,农作物病害
蕃茄,属于,农作物
果树,感染,苹果褐斑病
吸血昆虫,属于,害虫
Bt乳剂,防治,枣步曲
锈虫虱,属于,农作物虫害
毛白杨,属于,乔木
杀螟松,属于,农作物药物
甜瓜,属于,蔬菜
辛乳油,防治,桑螟
球虫,属于,害虫
兰花,感染,茎腐病
落葵,感染,蛇眼病
缺氧症,属于,疾病
头槽绦虫病,属于,动物疾病
农作物,感染,菌核病
叶蝉成虫,属于,农作物虫害
广谱兽用驱虫药,属于,畜牧业药物
云杉,属于,农作物
瘤黑粉病,属于,农作物病害
硫菌霉威,别名,甲霉灵
蔷薇科,科,郁李仁
丝瓜,感染,疫病
禾本科,科,野燕麦
细菌性黑枯病,属于,农作物病害
大肠杆菌,属于,细菌
昆虫,属于,害虫
雄鱼,属于,动物
柑桔,被危害,锈虫虱
蜀桧,属于,树种
一季稻,属于,水稻
稻穗发黑长霉,属于,农作物病害
辛硫磷乳油,防治,蚜虫
过路黄,属于,畜牧业药物
旋花科,属于,农作物
鲁单9002,属于,农作物
猪群,属于,动物
碘硝酚,属于,畜牧业药物
细条病菌,属于,农作物病害
革兰氏阴性菌,属于,绿脓杆菌
蛛形纲,纲,茶橙瘿螨
速扑杂乳油,属于,农作物药物
玛丽华盛顿500W,属于,芦笋
可杀得,属于,农作物药物
夜蛾类,属于,农作物虫害
地衣芽孢杆菌,属于,微生物
碘酒,属于,畜牧业药物
丝瓜病毒病,属于,农作物病害
稻田,属于,农作物
大黄炭,属于,畜牧业药物
水培花卉,属于,农作物
冬小麦,属于,农作物
桑毛虫,属于,动物
牛,属于,动物
福尔马林液,属于,畜牧业药物
褐腐病,属于,农作物疾病
马齿菜,别名,马齿苋
黄瓜,属于,农作物
水芋,属于,害虫
腐霉利烟剂熏烟防治灰霉病,属于,农作物药物
白茅根,属于,农作物
喘气病,属于,动物疾病
贝壳,属于,动物
乙磷铝锰锌,防治,霜霉病
杀虫脒,属于,畜牧业药物
重茬,属于,瓜类
猴子,属于,动物
波尔多液,防治,落叶病
韭菜,被危害,葱蓟马
双星瓢虫,属于,农作物虫害
百叶干病,属于,疾病
维生素,属于,维生素E
貉子,别名,貉
食盐,属于,畜牧业药物
鲶鱼,属于,动物
蚕豆,属于,农作物
代林锌,属于,农作物药物
香附,属于,中药
辣椒,被危害,螨类
网斑病,属于,农作物病害
宁粳3号,属于,农作物
硼酸液,属于,畜牧业药物
成年树,属于,苹果树
川芎,属于,中药
玉米蓟,属于,农作物虫害
康复剂,属于,农作物药物
香椿,属于,树
牲畜,感染,人畜共患病
羽扇豆,属于,农作物
落葵,别名,木耳菜
空肠弯杆菌,属于,害虫
斑马,属于,动物
黑密5号,属于,农作物
瘤胃臌气,属于,疾病
艾,属于,艾叶
痢疾杆菌,属于,害虫
黄曲霉菌,属于,害虫
红花白荚架豆,属于,四季豆
高效氯氰菊酯,防治,枣步曲
磷虾,属于,动物
接穗黄,属于,农作物
鱼腥草,属于,农作物
中毒,属于,动物疾病
婆婆纳,属于,农作物
猝倒病,属于,疾病
氯,属于,微生物
非洲鲫鱼,别名,罗非鱼
黑果枸杞,属于,农作物
螨虫,属于,疾病
犬钩端螺旋体病,属于,疾病
李,被危害,食心虫
落葵,属于,农作物
桃蛀螟,属于,害虫
桃,属于,果树
豌豆,属于,农作物
泡桐,属于,农作物
芽孢杆菌,属于,微生物
甲氨基阿维菌素苯甲酸盐,防治,小菜蛾
营养液,属于,农作物药物
杀菌剂溶液,属于,农作物药物
兰,属于,农作物
邦佳威,属于,农作物药物
病毒病,属于,农作物虫害
榆叶梅,属于,农作物
美邦索洛米,防治,稻瘟病
大叶荠菜,属于,荠菜
穗瘟,属于,农作物病害
糯玉米,属于,淀粉
磷化铝,属于,农作物药物
狂犬病毒,属于,传染病
草本,属于,农作物
细菌性黑斑病,属于,农作物病害
硫丹,属于,农作物药物
黑兔,属于,动物
尖椒,属于,农作物
维生素K3,属于,畜牧业药物
年宵花,属于,农作物
吡虫啉可湿性粉剂,防治,蒙古灰象甲
霉灵可湿性粉剂,防治,叶斑病
扑海因,防治,晚疫病
多菇丰,防治,胡桃肉状菌
细菌,别名,病菌
黄羊,属于,动物
小麦,属于,农作物
花生茎叶,属于,农作物
病害,属于,农作物病害
猪缺锌性皮炎,属于,动物疾病
枣树,属于,农作物
平菇,属于,农作物
金叶女贞,属于,农作物
碱水,属于,农作物药物
水柳,属于,农作物
枣步曲,属于,农作物虫害
吡虫啉,防治,粉虱
胃蝇,属于,农作物
仔猪,属于,畜牧业药物
乳猪,属于,动物
病菇,属于,农作物病害
打印病,属于,动物疾病
马铃薯,感染,病毒
武运粳21号,属于,农作物
夏花鱼苗,属于,动物
棉花,感染,枯 黄萎病
灭蚜威,防治,蚜虫
尾蚴,属于,害虫
枳壳,属于,畜牧业药物
大肠杆菌,属于,疾病
甜椒,属于,辣椒
香石竹,属于,康乃馨
泌乳牛,属于,动物
大黄,属于,畜牧业药物
青菜虫,属于,农作物虫害
甘遂,属于,农作物
霜霉病,属于,农作物病害
黑松,属于,农作物
抗毒素,防治,病毒病
青年蛋鸭,属于,动物
茼蒿,属于,中药
蜜虫,别名,蚜虫
双花,属于,畜牧业药物
艾草,属于,中药
优马林,属于,畜牧业药物
菱角,属于,菱
蛞蝓,属于,害虫
棉花,属于,棉田
大豆,感染,多效唑
囊蚴,属于,害虫
铜高尚,属于,农作物药物
蝼蛄,属于,昆虫
公羊,属于,动物
烤烟,被危害,斜纹夜蛾
毛鳞鱼,属于,动物
岗梅,属于,农作物
辛硫磷,防治,葱蝇
白玉兰,属于,花卉
大白菜,属于,农作物
雄黄,属于,畜牧业药物
茅草根,属于,畜牧业药物
麦芽,属于,中药
春绿1号,属于,农作物
树干涂白,防治,病虫害
芜菁,属于,农作物
桑葚性心脏,属于,动物疾病
赭曲霉毒素,属于,饲料
癣病,属于,动物疾病
桑毛虫,属于,农作物药物
甘青蒿,属于,草本
乙烯利溶液,属于,农作物药物
新城疫,属于,动物疾病
中华猕猴桃,属于,农作物
杉树,属于,农作物
香椿,属于,农作物
苏气,属于,畜牧业药物
果树,感染,果轮纹病
豆科牧草,属于,农作物
鸡,属于,动物疾病
王锦蛇,属于,动物
百合花,属于,农作物
金雷,属于,农作物药物
菌毒清,属于,畜牧业药物
茶花,属于,动物
冬瓜,属于,农作物
传染性支气管炎病毒,属于,害虫
槐树,属于,农作物
沙门氏杆菌病,属于,动物疾病
双黄连注射液,属于,畜牧业药物
白叶枯病,属于,疾病
桑蓟马,属于,农作物虫害
霜脲氰,属于,农作物药物
直肠动物,属于,动物
敌杀死,属于,畜牧业药物
蟾蜍,属于,动物
海韭菜,属于,农作物
钻心虫,别名,菜螟
腈菌唑乳油,防治,白粉病
黄瓜,被危害,蚜虫
菌核病,属于,农作物病害
林,属于,农作物
慢性消耗性疾病,属于,动物疾病
三唑酮,防治,锈病
宝巾,属于,农作物
溴氰菊脂,防治,黄条跳甲
粉锈宁乳油,属于,农作物药物
南瓜头,属于,农作物
白皮松,属于,农作物
