entity,relation,entity2
疾病,包含,伤食
华山松,属于,农作物
菜豆,别名,四季豆
安钠咖,属于,畜牧业药物
气囊炎,属于,动物疾病
疾病,包含,黑粉病
腐烂,属于,农作物病害
疾病,包含,维生素B12
氯霉素,属于,畜牧业药物
草鸡,别名,土鸡
红糖,属于,畜牧业药物
三唑磷,属于,农作物药物
动物,包含,黄胸鼠
小麦,感染,麦红蜘蛛
茯苓皮,别名,茯苓
万春农作物助长剂,属于,农作物药物
棉花,被危害,棉铃虫
大白菜,感染,病毒病
鱼病,属于,动物疾病
农作物,包含,芍药
年宵花,属于,农作物
姬松茸,别名,地松茸
酚磺乙胺注射液,属于,畜牧业药物
动物,包含,公鸡
真菌,导致,农作物虫害
苹果树,属于,农作物
水仙,属于,农作物
猪支原体弱毒苗,属于,畜牧业药物
圆葱,别名,洋葱
菇虫净,防治,菇蚊成虫
蜗牛敌颗粒剂,属于,农作物药物
促花王3号,属于,农作物药物
硫酸钾,属于,农作物药物
赭曲霉毒菌,属于,害虫
鞘翅目,目,金针虫
雷蚴,属于,害虫
蒲公英,属于,畜牧业药物
疮痂病,属于,农作物病害
小麦,感染,颖枯病
果蔬,属于,农作物
花卉,包含,薰衣草
金霉素,属于,农作物药物
疫苗液,属于,畜牧业药物
生蝇蛆,属于,动物
敌草快,属于,除锈剂
蓖麻叶,属于,农作物
农作物,包含,杜鹃花科
甜菜,属于,农作物
美洲驼,别名,驼羊
天泰10号,属于,玉米
农作物,包含,黄皮
弱毒苗,属于,害虫
黑五田胡萝卜,属于,蔬菜
栀子,属于,农作物
中药,包含,芥菜
百菌清胶悬液,属于,农作物药物
茄果类,属于,蔬菜
幼兔,属于,动物
农作物,包含,野豌豆属
黑密5号,属于,西瓜
秋菊花,属于,农作物
农作物,包含,蔷薇科
病毒,导致,梨锈病
动物,包含,田鼠
百菌清可湿性粉剂,防治,叶斑病
加州72,属于,农作物
葫芦科,科,南瓜子
害虫,包含,麦红蜘蛛
腻虫,别名,玉米蚜
中药制剂,属于,畜牧业药物
豆瓣菜,感染,叶枯病
昆虫,包含,蝗虫
动物,包含,草菇
农作物,包含,黑杨
矮丰王,属于,农作物药物
彩色玫瑰,属于,农作物
徐稻3号,属于,农作物
大造桥虫,属于,农作物虫害
大蒜,感染,白腐病
戎唑醇,属于,农作物药物
蓝耳病,属于,动物疾病
黄瓜,属于,农作物
害虫,包含,蓟马
红叶桃,属于,乔木和花灌木类
霍乱,属于,动物疾病
农作物,包含,乌菱
扫帚病,别名,竹丛枝病
麻油,别名,香油
瑞香,别名,金边瑞香
胃肠黏膜损伤,属于,动物疾病
铁锚虫病,属于,动物疾病
梨黑星病,属于,农作物病害
菌克毒克水剂,防治,花叶病
杀虫剂,属于,西维因
蒜叶青,属于,农作物药物
嘧霉胺悬浮剂,属于,农作物药物
茶云纹叶枯病,属于,农作物病害
毛茛科,包含,泽泻科
金银花,被危害,蚜虫
鲁白6号,属于,农作物
百草霜,属于,畜牧业药物
毛茛科,包含,姜科
辛硫磷,属于,农作物药物
虫卵,属于,农作物虫害
中药,包含,蚕蛹
百菌清,属于,农作物药物
碳酸氢钠溶液,属于,畜牧业药物
绿爽,防治,地老虎
农作物,包含,阳起石
真菌性叶枯病,属于,农作物病害
害虫,包含,螨类
动物,包含,大叶黄杨
大花惠兰,属于,农作物
桑螟,属于,农作物药物
农作物,包含,鸭儿芹
百菌清,防治,疫病
大闸蟹,属于,动物
益酶丽维,属于,畜牧业药物
噻呋酰胺制剂,属于,农作物药物
东方美人茶,科,茶
灵芝,属于,农作物
茼蒿,感染,茼蒿立枯病
琥胶肥酸铜可湿性粉剂,防治,灰霉病
愈伤防腐膜,属于,农作物药物
敌百虫可溶性粉剂,防治,黄曲条跳甲
小油菜,属于,蔬菜
微生物,包含,螨虫
农作物,包含,青萝卜
细菌,包含,肺炎链球菌
农作物,包含,麝香
农作物,包含,糯玉米
豆角,感染,细菌性角斑病
白绢病,属于,农作物病害
抗菌,属于,畜牧业药物
腰椎间盘炎,属于,动物疾病
中药,包含,水晶兰
微生物,包含,白色念珠菌
细菌,包含,苏云金杆菌
烟草,感染,线虫病
泽泻科,科,慈菇
有机磷农药,属于,农作物药物
鸭瘟弱毒冻干苗,属于,畜牧业药物
疾病,包含,狂犬病毒
芦笋,被危害,地老虎
萘乙酸,防治,脐腐病
茄子苗,属于,农作物
敌百虫可溶性粉剂,防治,小猿叶虫
微生物,包含,巴西蘑菇
呼吸系统鼻炎,属于,动物疾病
农作物,包含,无籽西瓜
小麦,被危害,吸浆虫
农作物,包含,甘蓝
慢性呼吸道疾病,属于,动物疾病
苜蓿干草,属于,动物
小麦,感染,麦蚜
辣椒,感染,青枯病
营养,属于,硒
阿维菌素,防治,红蜘蛛
托布津,防治,炭疽病
抗生素注射液,属于,畜牧业药物
动物,包含,淡水鱼
雏鸭,属于,动物
农作物,包含,吊瓜
丰产树,属于,苹果树
福尔马林,属于,农作物药物
安克锰锌可湿性粉剂,防治,烂茄子
豆科,科,山毛豆
鱼,感染,鱼病
黄萎病,别名,半边疯
野菊花,属于,农作物
毛茛科,科,升麻
农作物,包含,铁线莲
农作物,包含,结缕草
海鱼,属于,动物
田鼠,别名,老鼠
小羊,属于,动物
荔枝,属于,果园
乐果乳油,防治,葱蓟马
噻枯唑,属于,农作物药物
阿克泰可湿性粉剂,防治,烟蚜
越冬适龄蜂,属于,动物
大米,属于,农作物
防疫,属于,动物疾病
栎树,属于,农作物
野鹅,属于,动物
农作物,包含,水蜈蚣
豆科牧草,属于,牧草
高效氯氰菊酯,防治,绿盲蝽
微生物,包含,大肠杆菌
青豆,别名,豌豆
微生物制剂,属于,畜牧业药物
美国白蛾,属于,农作物虫害
吡虫啉杀虫剂,属于,农作物药物
葡萄,感染,褐斑病
害虫,包含,豆荚螟
动物,包含,西门塔尔牛
山茶,目,红茶
农作物,包含,柃木
棉花,被危害,盲椿象
氧化乐果,防治,蚜虫
夏白45,属于,农作物
大肠杆菌肠炎,属于,动物疾病
农作物,包含,竹节秋海棠
传染性浆膜炎,属于,动物疾病
仔兔,属于,动物
克螨特,属于,农作物药物
蚜科,科,麦蚜
胃肠炎,属于,动物疾病
绿掌,属于,农作物
微生物,包含,盲椿象
动物,感染,酮病
中药,包含,地榆炭
叶子花,属于,农作物
生长猪,属于,动物
代森锰锌,属于,农作物药物
抗虫威可湿性粉剂,防治,葱蓟马
公母兔,属于,动物
花菜,别名,菜花
肥皂水,包含,氢氧化钠
克菌特,属于,农作物药物
害虫,包含,麦蚜
疾病,包含,布鲁氏菌病
磷酸钙,属于,农作物药物
银荆,别名,圣诞树
鱼类,包含,田螺
疫苗,属于,狂犬病疫苗
紫薇,属于,农作物
农作物,包含,谷子
疾病,包含,食欲减退
害虫,包含,痒螨
大肠杆菌,属于,动物疾病
瓜绢螟,属于,农作物虫害
农作物,包含,牛筋草
疾病,包含,脑
烯啶虫胺,属于,农作物药物
动物,包含,北京鸭
异食癖,属于,动物疾病
曲霉菌病,属于,动物疾病
波尔多液,防治,叶斑病
大白菜,包含,夏白45
中药,包含,消毒药
月季,属于,花卉
中草药,包含,艾叶
果腐病,别名,桃褐腐病
雅绿1号丝瓜,属于,农作物
土霉素,属于,农作物药物
水灯草,属于,农作物
农作物,包含,落果
疾病,包含,犬细小病毒
微生物,包含,水藻
偷娘姜,属于,农作物
海棠,被危害,梨小食心虫
辛硫磷,防治,蒜蛆
抗病毒药,属于,干扰素
绿叶菜,属于,蔬菜
红体病,属于,动物疾病
化学药品,包含,胱氨酸
禾蓟马,属于,农作物虫害
花,属于,农作物
茄子绵疫病,别名,烂茄子
成年禽,属于,动物
瑞锰锌,防治,霜霉病
法桐大树,属于,农作物
粘孢子虫病,属于,动物疾病
白韭菜,属于,农作物
鱼尾葵,别名,假桄榔
紫斑病,属于,农作物病害
工蜂,属于,动物
白粉病,属于,农作物病害
玛丽华盛顿500号,属于,芦笋
动物,包含,鲐鱼
核桃树,属于,农作物
疾病,包含,新城疫
万畜康,属于,畜牧业药物
番茄,感染,疫病
白萝卜籽,属于,畜牧业药物
氢氧化铜水分散粒剂为铜制剂,属于,农作物药物
氟派酸,属于,畜牧业药物
辛硫磷乳油,属于,农作物药物
地下害虫,属于,蛴螬
钻心虫,别名,玉米螟
疾病,包含,肺炎支原体
小米草,属于,农作物
三角梅,别名,九重葛
真菌,病原,茎枯病
猪,别名,猪瘟
多维,属于,畜牧业药物
细菌,包含,链球菌
农作物,包含,滑子蘑
树,属于,农作物
发热性疾病,属于,动物疾病
冻疮猪,属于,动物
农作物,包含,鱼尾葵
荔枝,感染,新梢黄化症
冬春小白菜,属于,蔬菜
貉,属于,动物
肠鳃宁原露,属于,畜牧业药物
锐劲特,防治,豆荚螟
动物,包含,盐酸克伦特罗
大蒜,感染,叶枯病
除草剂,属于,农作物药物
石灰,属于,农作物药物
疾病,包含,腐皮病
甲霜灵霜霉威,防治,霜霉病
马齿苋科,属于,农作物
重茬病,属于,农作物病害
马拉巴栗,属于,农作物
农作物,包含,旅人蕉科
莴苣,感染,霜霉病
猪传染性胃肠炎,属于,动物疾病
高美施,属于,农作物药物
肠冠清,属于,畜牧业药物
害虫,包含,老鼠
稻谷,属于,杂粮
彭泽鲫鱼,属于,动物
蛋氨酸,属于,畜牧业药物
碧桃,属于,乔木和花灌木类
蚯蚓,属于,动物
农作物,包含,广香
氨水,属于,畜牧业药物
灭蝇胺可湿性粉剂,防治,斑潜蝇
吸虫病,属于,动物疾病
蒜,属于,蒜薹
畜牧业药物,防治,动物疾病
金鱼草,属于,农作物
疾病,包含,酮病
蜀桧,属于,农作物
夜蛾科,科,粘虫
血肿病,属于,动物疾病
杜鹃花,属于,年宵花
革兰氏,属于,害虫
马铃薯,属于,蔬菜
樱桃,属于,大樱桃
南瓜苗,属于,农作物
疾病,包含,根腐病
猪禽,属于,动物
金黄小斑鳝,属于,动物
动物,包含,水貂
微生物,包含,花菇
烂舌病,属于,动物疾病
抗生素,包含,红霉素
蔬菜,包含,油菜
硕丰,属于,农作物药物
鱼类,包含,孔雀鱼
消化机能障碍,属于,动物疾病
白羽,属于,动物
条腐病,属于,农作物病害
保肝药物,属于,畜牧业药物
氨基酸,属于,农作物药物
农作物,包含,锦葵
猪瘟疫苗,属于,畜牧业药物
蔷薇科,科,黑树莓
小叶女贞,属于,小灌木类
水稻,感染,稻瘟病
农作物,包含,藕
硫酸链霉素可溶性粉剂,属于,农作物药物
甘蓝,属于,菜花
新洁尔灭液,属于,畜牧业药物
瓜类,属于,蔬菜
患兔,属于,动物
土霉素碱,属于,畜牧业药物
蔬菜,包含,豆角
鞘翅目,属于,蛴螬
病毒,导致,苹果褐斑病
生猪,属于,动物
病毒唑,属于,畜牧业药物
吊瓜,感染,霜霉病
乙蒜素,属于,农作物药物
苹果树,感染,苦痘病
晶体敌百虫,属于,农作物药物
羊狂蝇,属于,害虫
疾病,包含,犬瘟热
中型兔,属于,动物
疾病,包含,假单孢杆菌
胡萝卜,感染,黑斑病
农作物,包含,灰菜
野艾,属于,农作物
害虫,包含,烟青虫
雪峰花皮,属于,西瓜
水生农作物,属于,农作物
农作物,包含,莴笋
农作物,包含,桑白皮
鳊,别名,草鳊
昆虫,包含,蜻蜓
青链霉素,属于,畜牧业药物
环节动物,属于,动物
大红袍瓜,属于,农作物
豆饼毒饵,防治,地老虎
动物,包含,水生动物
诺瑞隆,属于,畜牧业药物
农作物,包含,山桃
鞘翅目,目,蛴螬
害虫,包含,桃小食心虫
鲤鱼,属于,动物
苎麻根,属于,畜牧业药物
维生素B12,属于,畜牧业药物
雪野黑兔,属于,动物
疾病,包含,纤毛虫病
桅子,属于,花卉
微生物,包含,黑曲霉
成鹿,属于,动物
根腐病,属于,农作物病害
动物,包含,黑牛
嘧霉胺悬浮剂,防治,霜霉病
瘤胃臌胀病,属于,动物疾病
胡萝卜,被危害,蛴螬
多杀菌素,属于,农作物药物
葫芦科,科,吊瓜
农作物,包含,鸟巢蕨
毛头鬼伞,别名,鸡腿菇
灭蚜威,属于,农作物药物
中鸭,属于,动物
油柿,属于,农作物
髓坏死,属于,农作物病害
百菌清,防治,霜霉病
葡萄,感染,霜霉病
微生物,包含,衣原体
啶虫脒可溶性粉剂,属于,农作物药物
蛭形巨吻棘头虫,属于,害虫
瘤胃臌气,属于,动物疾病
害虫,包含,褐孢霉
阔叶树,属于,农作物
玉米,被危害,玉米蓟
枯,属于,农作物病害
梨,属于,果树
辣椒,被危害,蚜虫
消毒灵液,属于,畜牧业药物
动物,包含,鳝
果树,感染,梨黑星病
害虫,包含,桑螟
茉莉花,属于,茉莉
菇虫净,属于,农作物药物
夜蛾科,科,地老虎
抗生素,包含,氯霉素
瑞锰锌,防治,病毒病
幼蟹,属于,动物
贯众,属于,畜牧业药物
公母鹅,属于,动物
发病虾,属于,动物
豆科,科,儿茶
水稻后期叶部病害,属于,农作物病害
农作物,包含,高羊茅
青花椰菜,属于,农作物
水稻,感染,稻恶苗病菌
大青叶,属于,农作物
农作物,包含,漏芦
农作物,包含,沉水农作物
桔梗,别名,桔
花卉,包含,蟹爪兰
90 晶体敌百虫,防治,叶蝉
西府海棠,属于,乔木和花灌木类
胶白6号,属于,农作物
卡诺拉,属于,农作物药物
农作物,包含,桔
丙森锌,别名,安泰生
茯苓,属于,茯苓皮
鹅瘟,属于,动物疾病
猕猴桃,属于,农作物
白秋美浓,属于,农作物
敌百虫,属于,农作物药物
农作物,包含,葡萄科
生石灰,属于,农作物药物
蟹,属于,动物
镇稻11号,属于,农作物
农作物,包含,天泰10号
蔬菜,感染,土壤次生盐渍化
辛硫磷,防治,吸浆虫
小灌木类,属于,农作物
疾病,包含,妊娠毒血症
农作物,包含,光头稗
甲维盐,防治,甜菜夜蛾
苏云金杆菌制剂,防治,瓜绢螟
虫克星,属于,畜牧业药物
克螨敌,属于,农作物药物
叶枯唑,属于,农作物药物
单味石膏粉,属于,畜牧业药物
芹菜,属于,农作物
纹枯病,属于,农作物病害
四季豆,属于,农作物
玉米螟,属于,农作物虫害
细菌,包含,巴氏杆菌
深黄大斑鳝,属于,动物
康培2号,属于,农作物药物
代森锰锌可湿性粉剂,防治,苹果斑点落叶病
棉苗,属于,农作物
土隆,防治,地老虎
花卉,包含,紫薇
花卉,包含,唐菖蒲
蔷薇科,科,大樱桃树
仔猪,属于,动物
北京新1号大白菜,属于,大白菜
链霉素,防治,野火病
前后盘吸虫,属于,害虫
美洲斑潜蝇,属于,农作物虫害
扑虱灵,属于,农作物药物
莴苣,属于,农作物
疾病,包含,支原体肺炎
农作物,包含,梨属
晶体敌百虫,防治,豆荚螟
蚊蝇,属于,动物
麦红蜘蛛,属于,农作物病害
农作物,包含,薰衣草
呕吐,属于,动物疾病
害虫,包含,鸡虱
泰勒氏焦虫,属于,害虫
农作物,包含,榆
地塞米松,属于,畜牧业药物
胡萝卜,被危害,地下害虫
真菌,病原,梨锈病
农作物,包含,紫叶李
蔷薇科,科,红叶石楠
农作物,包含,艾草
皖绿,属于,丝瓜
玉米芯,属于,畜牧业药物
农作物,包含,种子农作物
高美施有机腐殖酸活性液,防治,小果症
害虫,包含,菜蛾科
桂花,属于,桂花树
感冒,属于,动物疾病
土豆,别名,马铃薯
农作物,包含,胡萝卜
农作物,包含,红富士
西瓜皮,属于,农作物
满穗,属于,农作物药物
咪鲜胺乳油,防治,叶枯病
葡萄藤,属于,农作物
番茄,感染,霜霉病
禽类,属于,动物
红棕竹,属于,农作物
农作物,包含,麦芽
金鹏朝冠番茄,属于,农作物
农作物,包含,荷花
微生态制剂,属于,畜牧业药物
白杨,感染,杨树溃疡病
蛆虫,属于,动物
荠菜,感染,霜霉病
小白菜,被危害,蚜虫
水草,属于,农作物
病毒,导致,农作物病害
农作物,包含,远志
害虫,包含,小菜蛾
鼠,属于,农作物虫害
辣椒,属于,蔬菜
抗菌,防治,抗菌肽
动物,包含,黑树莓
疾病,包含,坏死杆菌病
多菌灵,属于,农作物药物
辛硫磷乳油,防治,霜霉病
真菌,包含,纹枯病
农作物,包含,球兰
茄子,属于,农作物
蚧壳虫,属于,农作物虫害
农作物,包含,播娘蒿
老枣树,属于,枣树
肺热咳嗽,属于,动物疾病
十字花科,科,年宵花
金纹细蛾,属于,农作物虫害
石榴,属于,石榴树
微生物,包含,草菇
野,属于,动物
蔬菜,别名,大棚蔬菜
菜油,属于,畜牧业药物
吊瓜,属于,农作物
穗蚜,属于,农作物虫害
鼠伤寒沙门氏菌,属于,微生物
干草,属于,农作物
多菌灵可湿性粉剂,防治,斑枯病
瑞毒霉锰锌,属于,农作物药物
敌杀死,防治,平小卷叶虫
红糖,属于,农作物药物
猪病,属于,动物
凡士林,属于,畜牧业药物
世高 阿米妙收,防治,白粉病
国槐,属于,树
硫酸锌粉,属于,畜牧业药物
农作物,包含,菜花
害虫,包含,卷叶蛾
阿坝蒿,属于,农作物
灭多威,属于,农作物药物
万灵+新高脂膜,属于,农作物药物
疾病,包含,咳嗽
农作物,包含,西芹
动物,包含,食肉目
伊乐藻,属于,农作物
溴氰菊脂,防治,菜螟
飞蛾,属于,动物
动物,感染,锚头蚤病
花卉,包含,广玉兰
王铜,防治,细菌性软腐病
兔,属于,家兔
花卉,包含,鲜切花
花卉,包含,倒挂金钟
第一茬瓜,属于,西瓜
玉树,属于,农作物
鲩鱼,属于,动物
疾病,包含,氨中毒
炙甘草,属于,畜牧业药物
番茄,感染,早疫病
板兰根,属于,畜牧业药物
黑鱼,别名,乌鳢
中药,包含,西药
禾本科牧草,属于,牧草
中药,包含,大青叶
金龟,别名,瓢虫
鱼血停,属于,畜牧业药物
蛇眼病,属于,农作物病害
西药,包含,阿莫西林
麦芽,属于,农作物
蔬菜,感染,蔬菜急性萎蔫
细菌,包含,白喉
甲维盐,防治,毒死蜱
锌硫磷乳油,防治,玉米螟
葱锈病,属于,农作物病害
葡萄,属于,农作物
动物,包含,北极狐
花粉,属于,畜牧业药物
乔木,包含,海棠花
农作物,包含,豆蚜
疾病,包含,线虫病
小麦,感染,锈病
疾病,包含,鱼病
动物,感染,褐腐病
紫荆,属于,花卉
鱼苗,属于,动物
微生物,包含,羊肚菌
动物,包含,雉
肉用子鸡,属于,动物
绿萝,属于,农作物
氯氰菊酯,属于,农作物药物
退菌特可湿性粉剂,防治,苹果炭疽病
动物,包含,工蜂
耕牛,属于,动物
疲劳症,属于,动物疾病
害虫,包含,粉蚧
葫芦科,科,栝楼
伤寒,属于,动物疾病
大蒜,被危害,真菌
芍药,属于,农作物
茄子,感染,茄子绵疫病
红薯,属于,农作物
动物,包含,候鸟
丙硫苯眯唑,属于,畜牧业药物
兰花,被危害,介壳虫
退菌特可湿性粉剂,防治,苹果轮纹病
疫苗,属于,畜牧业药物
消化不良,别名,伤食
喉气管炎高免卵黄抗体,属于,畜牧业药物
农作物,包含,青皮丝瓜
敌草快,属于,农作物药物
氟硅酸,属于,农作物药物
农作物,包含,小米草
农作物,包含,绿豆
害虫,包含,绿盲蝽
微生物,防治,病菌
疾病,包含,猪肺疫
动物,包含,马骡
农作物,包含,海蜇皮
蜱,属于,害虫
蜱瘫,属于,动物疾病
金边吊兰,属于,吊兰
油菜,被危害,甘蓝夜蛾
花卉,包含,大花惠兰
知母,属于,畜牧业药物
地老虎,属于,农作物虫害
白腐病,属于,农作物病害
桑叶,属于,农作物
中药,包含,地蚕
农作物,包含,尿素
农作物,包含,巴豆
核桃树,感染,杨树溃疡病
农作物,包含,白菊
蛇,属于,动物
乐果,属于,农作物药物
大白菜,包含,绿星70
骨粉,属于,畜牧业药物
辛硫磷乳剂,属于,畜牧业药物
农作物,感染,细菌性软腐病
果树,感染,花脸病
子猪,属于,畜牧业药物
中药,包含,山葡萄
疫苗水,属于,畜牧业药物
红树莓,属于,农作物
倍硫磷,属于,畜牧业药物
尾尖,属于,畜牧业药物
中药,包含,松节油
胡萝卜,包含,蔬菜
螨,属于,害虫
气管炎,属于,动物疾病
猪只,属于,动物
生根粉,属于,农作物药物
除锈剂,属于,农作物药物
苹果,属于,农作物
杜邦万克灵,防治,蒙古灰象甲
鸡,别名,土鸡
龙虱,目,鞘翅目
锐劲特,防治,斜纹夜蛾
姜科,科,干姜
平菇,属于,农作物
辛硫磷乳油,防治,菜青虫
棕榈科,科,大腹皮
茶树,感染,轮斑病
甲霜灵锰锌,防治,晚疫病
绿得保胶悬剂,防治,苹果斑点落叶病
甘青蒿,属于,农作物
绿菜宝,防治,斑潜蝇
白粉虱,属于,农作物虫害
麦蜘蛛,属于,农作物虫害
稻瘟病菌,属于,农作物病害
农作物,包含,草棉
农作物,包含,甜糯玉米
绵蚜虫,属于,农作物虫害
中毒,属于,害虫
奶牛,属于,动物
农作物,包含,根腐灵
井岗霉素,属于,农作物药物
鹅群,属于,动物
薏苡,别名,薏米
雪松,属于,农作物
疾病,包含,细菌性肠炎
阿维菌素,防治,小菜蛾
番茄,感染,青顶症
敌敌畏乳剂,防治,平小卷叶虫
害虫,包含,架子牛
农作物,包含,小龙柏
十字花科,科,大青叶
茄链格孢菌,属于,农作物虫害
桑保Ⅱ号,防治,桑疫病
粉虱,属于,农作物虫害
芦笋,感染,褐斑病
竹节秋海棠,属于,水培花卉
农作物,包含,西瓜皮
甲霜灵粉剂,属于,农作物药物
琥胶肥酸铜可湿性粉剂,防治,软腐病
杏,被危害,梨小食心虫
猪,属于,动物
急性肠炎,属于,动物疾病
狂犬病,属于,动物疾病
小绿叶蝉,属于,农作物虫害
菜豆,属于,农作物
生理性枯萎,属于,农作物病害
枣果,被危害,桃小食心虫
阿莫西林,属于,畜牧业药物
农作物,包含,铁苋菜
肉牛,防治,瘤胃素
桑尺蠖,属于,农作物药物
甲醛,属于,农作物药物
高粱,感染,黑穗病
甘蓝,属于,紫甘蓝
疾病,包含,白喉
乔木,属于,农作物
氧化钙,别名,生石灰
辛,属于,农作物药物
农作物,包含,大葱
桃树,感染,桃褐腐病
石硫合剂,属于,农作物药物
百菌清,防治,锈病
农作物,包含,水稻
豆瓣菜,被危害,黄曲条跳甲
甲基托布津,防治,炭疽病
鱼类,包含,淡水鱼
金华平喘散,属于,畜牧业药物
快灵,属于,农作物药物
农作物,包含,菊科
农作物,包含,椰菜
荠菜,属于,农作物
蒜薹,属于,农作物
油柿,属于,柿树
百菌清可湿性粉剂,防治,锈病
农作物,包含,巨峰葡萄
抗病毒药,属于,畜牧业药物
肺炎,属于,动物疾病
中药,包含,荨麻
害虫,包含,茶尺蠖
秋梢,属于,农作物
鼠兔,属于,生物
动物,包含,鲮鱼
景天树,别名,燕子掌
中药,包含,熟地黄
腹泻,不良反应,病毒唑
碳酸氢铵,属于,农作物药物
农作物,包含,青豌豆
农作物,包含,麻黄
豆瓣菜,被危害,小猿叶虫
叶枯唑,防治,白叶枯病
小麦,感染,叶枯病
幼鹅,属于,动物
咽喉炎,属于,动物疾病
小麦,感染,白粉病
中药,包含,石榴皮
水稻,感染,细条病菌
甜菜夜蛾,属于,农作物虫害
果树,属于,树
矮生番茄,属于,农作物
敌敌畏,防治,瓜实蝇
速尿注射液,属于,畜牧业药物
金黄色葡萄球菌,属于,害虫
棉粉虱,属于,粉虱
抗虫威可湿性粉剂,防治,种蝇
兔瘟单联苗,属于,畜牧业药物
花脸病,属于,农作物病害
农作物,包含,苏梗
福尔马林溶液,属于,农作物药物
真菌,病原,苹果褐斑病
啶虫脒,属于,农作物药物
升麻,属于,畜牧业药物
蜱虫,属于,害虫
恶草酮,属于,农作物药物
鳝鱼,属于,动物
中药,包含,豆腐
敌敌畏乳油,属于,农作物药物
真菌,包含,平菇
棉花,感染,细菌性角斑病
抗菌消炎药,属于,畜牧业药物
农作物,包含,玉米
坏死杆菌病,属于,动物疾病
萝卜,属于,蔬菜
细菌性褐斑病,属于,农作物病害
细菌,包含,破伤风梭菌
腈菌唑乳油,属于,农作物药物
乌鳢苗,属于,动物
微生物,包含,革兰氏阳性菌
花卉,包含,含羞草
农作物,包含,石榴根皮
黑五田胡萝卜,属于,农作物
口腔黏膜溃烂,属于,动物疾病
硫丹,防治,桃小食心虫
溴氰菊脂,属于,农作物药物
猝倒病,属于,农作物病害
磷酸三钠水溶液,属于,农作物药物
低龄蜂,属于,动物
退菌特,属于,农作物药物
百虫净,防治,夜蛾
疾病,包含,疥癣病
农作物,包含,海桐
腐蹄病,属于,动物疾病
敌敌畏,防治,飞虱
草鱼,属于,动物
高效氯氰菊酯,防治,美国白蛾
景丰宝,属于,农作物
景天树,属于,农作物
消毒剂,属于,畜牧业药物
硫酸铜,属于,农作物药物
马蹄莲,别名,水芋
圣诞树,属于,农作物
农作物,包含,雀麦
疾病,包含,传染性支气管炎
食肉目,目,水貂
叶片黄化,属于,农作物病害
恶性水肿,属于,动物疾病
春夏大白菜,属于,蔬菜
黄芪,属于,畜牧业药物
农作物,包含,紫穗槐
克螨灵 吡虫啉,防治,红蜘蛛
菊科,科,葵
桃褐腐病,感染,黄桃
河蟹肠炎病,属于,动物疾病
疫霉根腐病,属于,农作物病害
球虫病,属于,动物疾病
害虫,包含,甘蓝夜蛾
助壮素,防治,小果症
芹菜,感染,叶斑病
木通,属于,农作物
破伤风,属于,动物疾病
动物,包含,禽
杨柳树,属于,农作物
牧草,属于,农作物
苯醚甲环唑,属于,农作物药物
鱼,属于,鱼类
