entity,relation,entity2
树桩盆景,属于,农作物
农作物,包含,丹草
农作物,包含,辣椒疫霉
百菌清烟剂,防治,叶斑病
伤鱼,属于,动物
阿维菌素,防治,蚜虫
新高脂膜,防治,菜蚜
甲基托布津,别名,甲基硫菌灵
白玉春,属于,农作物
芦笋,被危害,蛴螬
疾病,包含,伤寒
大葱,属于,农作物
毒死蜱微囊悬浮剂,属于,农作物药物
蔬菜,包含,大白菜
升霜霉威盐酸盐水剂,属于,农作物药物
萝卜,被危害,斑潜蝇
绿爽,属于,农作物药物
南豆12,属于,农作物
蔷薇科,科,金樱子
皮肤感染,属于,动物疾病
敌杀死,防治,卷叶蛾
化学药品,属于,畜牧业药物
中草药,包含,贯众
公牛,属于,动物
中猪,属于,动物
害虫,包含,茶翅蝽
肌苷,属于,畜牧业药物
烤烟,感染,野火病
农作物,包含,鲁单9002
红叶小檗,属于,小灌木类
中药,包含,鳙鱼
农作物,包含,夏白45
野鸡,别名,雉
吡虫啉可湿性粉剂,防治,金针虫
升霜霉威盐酸盐水剂,防治,疫病
代森铵溶液,防治,炭疽病
疾病,包含,羊鼻蝇蛆病
酸性磷酸钠,属于,畜牧业药物
杀灭菊脂,防治,菜螟
中药,包含,藕
灭螨净乳油,属于,农作物药物
细菌,包含,芽孢杆菌
农作物,包含,寒兰
青蚕豆,属于,农作物
疾病,包含,慢性消耗性疾病
灭活苗,属于,畜牧业药物
沟鲶,属于,动物
疾病,包含,霍乱
防蚜药剂,属于,农作物药物
磺胺嘧啶,属于,畜牧业药物
种蝇,属于,农作物虫害
黄连,属于,畜牧业药物
疾病,包含,咽喉炎
化学药品,包含,利血平
中药,包含,灰菜
痢疾拉血,属于,动物疾病
罗非鱼,属于,动物
中药,包含,银边吊兰
甲基托布津可湿性粉剂,防治,蛇眼病
中药,包含,桑白皮
丹参,感染,丹参根腐病
急性败血性传染病,属于,动物疾病
农作物,包含,木犀草
大牛,属于,动物
鱼尾葵属,属于,农作物
鳞翅目细卷蛾科害虫,属于,农作物虫害
越夏彩椒,属于,彩椒
农作物,包含,火棘
中药,包含,鸡油菌
片形吸虫病,属于,动物疾病
板栗象鼻虫,属于,农作物虫害
微生物,包含,金黄色葡萄球菌
络氨铜水剂,属于,农作物药物
寄生性肠道疾病,属于,动物疾病
病毒,导致,大蒜白腐病
麦蚜,属于,农作物虫害
甲氨基阿维菌素苯甲酸盐,防治,菜青虫
花生,被危害,金龟子
糜子,被危害,蝼蛄
瑞毒霉粉剂,防治,叶斑病
洞庭1号,属于,西瓜
清水螺,属于,动物
辛硫磷乳油,防治,银纹夜蛾
水稻,包含,稻田
亚麻,被危害,草地螟
抗菌药,属于,磺胺类药
动物,包含,毛鳞鱼
介壳虫,属于,农作物虫害
四季萝卜,属于,农作物
枕头瓜,属于,农作物
茭白,属于,农作物
害虫,包含,布鲁氏菌
气管交合线虫病,属于,动物疾病
中药,包含,栝楼
农作物,包含,油菜籽
合欢属,属于,农作物
农作物,包含,阔叶树
猪支原体,属于,动物疾病
果,属于,农作物
莲子,属于,农作物
万寿菊,科,菊科
无翅鸡,属于,动物
落葵,感染,紫斑病
青壮年兔,属于,动物
紫葱斑病,属于,农作物病害
二级枣苗,属于,枣树
姜科,科,莪术
疾病,包含,病毒性肾炎
鱼群,属于,动物
丹参根腐病,属于,农作物
褐腐病,属于,农作物病害
甲基硫菌灵可湿性粉剂,防治,紫斑病
真菌,包含,猴头菇
青菜,被危害,蚜虫
鱼,感染,出血病
丝瓜,被危害,瓜实蝇
大葱,被危害,斑潜蝇
动物,包含,牙鳕
农作物,包含,瓜子金
粉锈宁,防治,白粉病
农作物,包含,甜叶菊
瑞毒霉,防治,霜霉病
丹参,属于,农作物
辣椒,包含,彩椒
冬植蔗,被危害,白蚁
增效双效灵,属于,农作物药物
猪支原体肺炎,属于,动物疾病
白芍,属于,畜牧业药物
农作物,包含,多肉农作物
细菌性病害,属于,农作物病害
澳洲白色金合欢,属于,农作物
蔬菜急性萎蔫,属于,农作物病害
美人蕉,属于,小灌木类
稻根,属于,农作物
架豆,属于,四季豆
多菌灵,防治,杨树溃疡病
害虫,包含,粉虱
敌百虫,防治,红蜘蛛
淮稻13号,属于,农作物
疾病,包含,细菌性烂鳃病
板栗胴枯病,属于,农作物病害
辛硫磷乳油,防治,黄曲条跳甲
葫芦科,科,菜瓜
中药,包含,漏芦
农作物,包含,天麻
花卉,包含,发财树
红薯,别名,甘薯
稻谷,别名,水稻
农作物,包含,蒜薹
碳特灵,属于,农作物药物
巢蕨,别名,鸟巢蕨
指环虫病,属于,动物疾病
杜鹃花瓣,属于,年宵花
母鸭,属于,动物
豆瓣掌,属于,农作物
已唑醇,属于,农作物药物
叶枯病,属于,农作物病害
动物,包含,海狸鼠
辛硫磷乳油,防治,小猿叶虫
曲霉菌,属于,农作物虫害
苦痘病,属于,农作物病害
禾本科,科,象草
双抱菇,属于,农作物
烟叶末,属于,畜牧业药物
金边吊兰,属于,农作物
害虫,包含,疟原虫
农作物,包含,金鱼草
麦,属于,农作物
疾病,包含,组织滴虫病
绒山羊,属于,动物
大肠杆菌,包含,革兰氏阴性菌
动物,感染,白叶枯病
外勤蜂,属于,动物
害虫,包含,食蚜蝇
甘薯,别名,红薯
花卉,包含,花叶万年青
五味子,属于,畜牧业药物
水生动物,属于,动物
中药,别名,中草药
一串红,属于,花卉
茶树,被危害,螨
红薯,别名,番薯
农作物,感染,黑穗病
青黑脚鸡,属于,动物
爱福丁,属于,农作物药物
农作物,感染,白粉病
银杏,属于,农作物
黑肩绿盲蝽,属于,农作物虫害
农作物,包含,白灵菇
害虫,包含,蚂蟥
姬松茸,别名,小松菇
大蒜,被危害,蚜虫
青干草,属于,农作物
三白,属于,畜牧业药物
水枝柳,属于,农作物
亚麻,被危害,粘虫
黄连素,属于,畜牧业药物
农作物,感染,黑斑病
混百菌清,防治,灰霉病
害虫,包含,耳螨
防纹枯病,属于,农作物病害
耳血肿,属于,动物疾病
烟田黑胫病,属于,农作物病害
多菌灵,防治,煤霉病
咪锰多菌灵,属于,农作物药物
幼猪,属于,动物
蹄裂,属于,动物疾病
兰花,感染,软腐病
蔷薇科,科,火棘
农作物,包含,直播稻
香葱,感染,叶斑病
代森锰锌可湿性粉剂,防治,小菜蛾
芝麻,属于,农作物
兔子,别名,家兔
莎氏后园线虫,属于,害虫
防除根菜类,属于,农作物
喹乙醇,属于,畜牧业药物
狂犬病毒,属于,害虫
水培花卉,属于,农作物
火鸡,感染,盲肠肝炎
害虫,包含,螨
饵料鱼苗,属于,动物
饲料性肝坏死,属于,动物疾病
农作物,包含,宝巾
农作物,包含,白掌
鸡腿菇,属于,菇
白菜疙瘩,属于,畜牧业药物
红鳕,属于,动物
农作物,包含,萝卜芽
黄鱼,属于,动物
新高脂膜,属于,农作物药物
中药,包含,榆
好安威,防治,蚜虫
中草药,包含,郁金
害虫,包含,病菌
蔬菜白粉病,属于,农作物病害
农作物,包含,鸭茅
多抗霉素水剂,属于,农作物药物
咪酰胺,属于,农作物药物
鲇鱼,属于,动物
大肠杆菌,属于,害虫
402抗菌剂,防治,根腐病
链球菌,包含,革兰氏阳性菌
禾本科,科,冰草
板栗象甲,属于,农作物虫害
牛腿瓜,属于,农作物
病毒必克,属于,农作物药物
霉 锰锌可湿性粉剂,防治,叶枯病
商品毛兔,属于,动物
虫害,感染,荠菜
特禽,属于,动物
苹果轮纹病,属于,农作物病害
胡萝卜,被危害,蚜虫
春秋王,属于,农作物
中药,包含,荷花
中药,包含,广藿香
银耳,属于,农作物
松科,科,黑松
蒜,属于,农作物
动物,包含,鳊
奶畜,属于,动物
豇豆,感染,锈病
农作物,包含,茵陈蒿
柳树,属于,阔叶树
农作物,包含,花罗汉
动物,包含,异育银鲫
紫叶李,属于,农作物
代林锌,防治,落叶病
陈皮,别名,橘皮
蓟马,属于,农作物虫害
动物,包含,驼羊
西红柿,感染,晚疫病
云杉,属于,农作物
月季,属于,小灌木类
弱毒苗,属于,畜牧业药物
花卉,包含,金边吊兰
微生物,包含,毛木耳
水产,属于,动物
黑腐病,属于,农作物病害
农作物,包含,夜蛾科
疾病,包含,肝炎病毒
乌鱼,别名,鳢
大豆,感染,大豆皱缩花叶病
害虫,包含,体外寄生虫
豆科,属于,农作物
败血性传染病,属于,动物疾病
杀菌消毒药物,属于,畜牧业药物
一年多次产卵鱼类,属于,动物
稻杆,别名,稻草
粉螨,属于,害虫
硫酸阿托品注射液,属于,畜牧业药物
精甲霜灵,属于,农作物药物
扁豆,防治,菜果壮蒂灵
小茴香,属于,农作物
农作物,包含,大叶藻
苹果斑点落叶病,属于,农作物病害
鱼害粘球菌,属于,害虫
兔子,属于,动物
蔓枯病,属于,农作物病害
农利灵,属于,农作物药物
害虫,包含,潜叶蝇
疾病,包含,角膜炎
疾病,包含,水肿
农作物,包含,冬枣
动物,包含,黄条跳甲
花卉,包含,彩色马蹄莲
疾病,包含,舌状绦虫病
农作物,包含,翠菊
微生物,包含,黄曲霉
疫苗过敏,属于,动物疾病
抗虫棉,属于,棉花
饲料猪,属于,动物
害虫,包含,瓜实蝇
多菌灵可湿性粉剂,防治,丹参根腐病
苹果幼树,属于,农作物
白花叶病,属于,农作物病害
微生物,包含,曲霉菌
小果症,属于,农作物病害
商品蟹,属于,动物
菌核净烟剂,属于,农作物药物
微生物,包含,黄曲霉菌
敌杀死,别名,溴氰菊酯
病毒,导致,花叶病
农作物,包含,挺水农作物
虫,导致,农作物虫害
动物,包含,鲇鱼
缺氧症,属于,动物疾病
农作物,包含,白茅
烟草,感染,炭疽病
代森铵水剂,属于,农作物虫害
线虫,属于,害虫
动物,包含,家鹅
迟熟中粳稻,属于,水稻
克螨持乳油,防治,锈虫虱
远东沙丁鱼,属于,动物
病菌,属于,动物疾病
天正春白1号,属于,农作物
东方美人茶,属于,茶
芦笋,感染,立枯病
流行性感冒,属于,动物疾病
蔷薇科,科,海棠花
急性循环障碍,属于,动物疾病
农作物,包含,梨果
疾病,包含,水疱
长刺后园线虫,属于,害虫
西药,包含,甲硝唑
微生物,包含,根霉
枣,属于,农作物
疥癣病,属于,动物疾病
桃树,感染,腐心病
农作物,包含,薯豆
肠炎腹泻,属于,动物疾病
蟋蟀草,属于,农作物
鼻出血,属于,动物疾病
曲霉,属于,农作物虫害
农作物,包含,披碱草
鱼尾葵,属于,鱼尾葵属
苦瓜,属于,农作物
硝硫氰醚,属于,畜牧业药物
疾病,包含,狂犬病疫苗
钻心虫,属于,农作物虫害
蔬菜,防治,甲霜灵锰锌
家鹅,属于,动物
阿维菌素,防治,葱蝇
杀菌剂,包含,甲霉灵
仔鸭,属于,动物
虫,包含,害虫
高效氯氰菊酯,属于,农作物药物
越冬蜂团,属于,动物
腻虫,别名,桃蚜
细菌,包含,乳酸菌
直播稻,属于,农作物
铁沙掌,属于,农作物药物
红富士苹果,属于,农作物
禾本科,科,早熟禾
轮斑病,属于,农作物病害
丝瓜,感染,霜霉病
甲基硫菌灵可湿性粉剂,防治,叶斑病
角斑病,属于,农作物病害
舌状绦虫病,属于,动物疾病
中药,包含,小米草
土霉素粉,属于,畜牧业药物
病毒灵,属于,畜牧业药物
苹果斑点落叶病,防治,安泰生
愈伤防腐膜,防治,腐烂病菌
早佳,属于,丝瓜
霜霉威,属于,农作物药物
细菌性烂鳃,属于,动物疾病
农作物,包含,蛇瓜
蝇毒磷乳油,属于,畜牧业药物
微生物,包含,破伤风梭菌
农作物,包含,石榴树
恶霜灵,属于,农作物药物
微生物,包含,疟原虫
黑粉病,属于,农作物病害
贵鱼类,属于,动物
槟榔,属于,畜牧业药物
病毒性肾炎,属于,动物疾病
番茄,被危害,瓜绢螟
褐纹病,属于,农作物病害
壮根钾宝,属于,农作物药物
杜鹃花科,科,马醉木
兰叶,属于,兰花
稻瘟灵乳油,属于,农作物药物
成年树,属于,农作物
害虫,包含,葱蚜
鸡雏,属于,动物
中华倒刺鲃,属于,鱼类
克螨持乳油,属于,农作物药物
魏氏梭菌,属于,害虫
中药,包含,苦楝
过氧乙酸,属于,畜牧业药物
辣椒,被危害,烟青虫
农作物,包含,豇豆
害虫,包含,黑肩绿盲蝽
农作物,包含,灌木
十字花科,科,播娘蒿
农作物,包含,猕猴桃
南瓜,属于,南瓜子
霉菌,属于,农作物虫害
雷多米尔,属于,农作物药物
快灵,防治,美国白蛾
花卉,包含,珊瑚花
雅绿1号丝瓜,属于,有棱丝瓜
疫苗,属于,动物
老菌丝,属于,菌丝
伊维菌素,属于,畜牧业药物
鱼贝类,属于,动物
微生物,包含,曲霉
昆虫,包含,潜叶蝇
树叶,属于,农作物
动物,感染,烂尾病
大豆健粒饱,属于,农作物药物
禾本科,科,茅根
农作物,包含,燕麦
黑茶,属于,茶叶
桂味,属于,农作物
葡萄糖酸钙,属于,畜牧业药物
刺袭,属于,农作物药物
扁豆,别名,眉豆
石榴皮,属于,畜牧业药物
抑太保,防治,斑潜蝇
阿米妙收,属于,农作物药物
疾病,包含,乳房炎
鞘翅目,目,十三星瓢虫
长度水瓜,属于,普通丝瓜
花卉,包含,瓜叶菊
番茄,感染,角斑病
杀灭菊脂,防治,豆荚螟
子猪,属于,动物
微生物,包含,病菌
真菌,包含,鸡油菌
害虫,包含,草履虫
冻片,属于,畜牧业药物
疾病,包含,脱水
阿维菌素,属于,畜牧业药物
农作物,包含,柳树
动物,包含,鳖
中药材,属于,川芎
百菌清可湿性粉剂,防治,斑枯病
碘解磷定,属于,畜牧业药物
山茶,属于,茶叶
高效氯氰菊酯,防治,棉铃虫
害虫,包含,介壳虫
动物,包含,绿孔雀
强氯精,属于,畜牧业药物
福美双,防治,叶斑病
农作物,包含,红瑞木
害虫,包含,大眼鳜
囊蚴,属于,害虫
中药,包含,铁苋菜
葡萄糖,属于,畜牧业药物
夏花鱼,属于,动物
蓝色妖姬,属于,农作物
凤尾菇,属于,农作物
烟草,属于,农作物
恶甲水剂,属于,农作物药物
中国水仙,属于,农作物
早疫病,属于,农作物病害
菌毒净,属于,畜牧业药物
疾病,包含,蝇蛆病
四季海棠,感染,斑点细菌病
口炎病,属于,动物疾病
淀粉,属于,马铃薯
虾苗,属于,动物
环丙氨嗪,属于,农作物药物
斑潜蝇,属于,农作物虫害
杀毒矾,防治,叶斑病
动物学制剂,属于,畜牧业药物
黄豆,防治,菜果壮蒂灵
中药,包含,南瓜
雌鳝,属于,动物
梅花,属于,农作物
大粒型,属于,农作物
药饵,属于,畜牧业药物
害虫,包含,疥螨
中药,包含,麻黄
细菌性传染病,属于,动物疾病
地松茸,属于,农作物
紫花苜蓿,属于,农作物
动物,感染,出血病
彩玫瑰,属于,农作物
黑鱼,别名,生鱼
农作物,包含,绿星70
板栗,属于,农作物
橙,属于,果树
旋毛虫病,属于,动物疾病
清水鱼,属于,动物
农作物,包含,花生
复方穿心莲,属于,畜牧业药物
缺锌症,属于,农作物病害
农作物,包含,大麻
玉米健壮素,属于,农作物药物
禾本科,科,冬小麦
角膜炎,属于,动物疾病
瓜,属于,农作物
代森锰锌可湿性粉剂,防治,叶枯病
前后盘吸虫病,属于,动物疾病
浮萍,属于,农作物
农作物,包含,垂丝海棠
链霉素,防治,细菌性病害
茉莉,属于,茉莉属
金心吊兰,属于,农作物
甲霉灵,防治,病害
克霉唑,属于,畜牧业药物
石灰水,属于,农作物药物
玉米,感染,小斑病
大豆,被危害,豆荚螟
苏州青,属于,冬春小白菜
疾病,包含,烂尾病
三级苗,属于,枣树
微生物,包含,灰绿曲霉
代森铵,防治,杨树溃疡病
农作物,包含,水藻
扁豆,感染,炭疽病
豆类,属于,青岛架豆
中药,包含,金银花
武昌鱼夏花,属于,动物
农作物,包含,抗虫棉
黑子南瓜,属于,农作物
弱鸡,属于,动物
多抗霉素水剂,防治,霜霉病
中药,包含,石榴根皮
鱼血康,属于,畜牧业药物
疾病,包含,疥癣
杀毒矾,防治,疫病
农作物,包含,甘薯
塘鱼,属于,动物
异物性肺炎,属于,动物疾病
农作物,包含,苏丹草
腐心病,属于,农作物病害
茭笋,别名,茭白
白蚁,属于,农作物虫害
酮病,属于,动物疾病
农作物,包含,熟地黄
硫磺粉,防治,叶斑病
棕榈科,科,鱼尾葵属
佛手瓜,属于,农作物
咪鲜胺乳油,属于,农作物药物
中药,包含,海桐
细菌性烂鳃病,属于,动物疾病
中草药,属于,畜牧业药物
牛筋草,属于,农作物
辣椒壮蒂灵,属于,农作物药物
灶心土,属于,畜牧业药物
肺绦虫病,属于,动物疾病
木樨科,属于,农作物
棕榈,属于,农作物
霜霉威,防治,疫病
川朴,属于,畜牧业药物
野菊花,属于,畜牧业药物
动物,包含,羊羔
动物,包含,麦穗鱼
叶黑粉病,属于,农作物病害
农作物,包含,莪术
大豆,包含,贡选1号
贝母,属于,畜牧业药物
中药,包含,野芋
疾病,包含,风寒
百菌清,防治,青枯病
多效唑,属于,农作物药物
苏云金杆菌,防治,甜菜夜蛾
害虫,包含,蚜科
动物,包含,蟹
中华绒螯蟹,属于,动物
板兰根,感染,霜霉病
卫福农药,属于,农作物药物
黄萎病,属于,农作物病害
敌杀死,防治,粘虫
茶,包含,西湖龙井
芹菜,包含,蔬菜
农作物,包含,秋海棠科
中华鼢鼠,属于,生物
锌硫磷乳油,属于,农作物药物
家猪,属于,动物
害虫,包含,斑潜蝇
番茄幼苗,属于,农作物
葡萄科,科,巨峰葡萄
鸭疫里氏杆菌,属于,害虫
维生素D3,属于,畜牧业药物
烂鳃病,属于,动物疾病
菌糠,属于,农作物
油菜,属于,农作物
微生物,包含,蓝藻
农作物,包含,萤蔺
大白菜,属于,蔬菜
犬,属于,动物
乔木,包含,白玉兰
中华绒螯蟹,属于,生物
胆管炎,属于,动物疾病
鲜紫苏全草,属于,畜牧业药物
大豆皱缩花叶病,属于,农作物病害
葛根,属于,畜牧业药物
葡萄,感染,冻害
有机碘,属于,农作物药物
动物,包含,明太鱼
西红柿,感染,绵疫病
丝瓜,属于,农作物
杀毒矾,防治,根腐病
烟碱合剂,防治,蚜虫
农作物,包含,秋牡丹
硫菌霉威,属于,农作物药物
螨类,属于,螨
牛出败氢氧化铝菌苗,属于,畜牧业药物
烯唑醇,属于,农作物药物
茶树,感染,炭疽病
柏叶,属于,畜牧业药物
菌丝,属于,农作物
阿维菌素乳油,防治,蚜虫
敌百虫,防治,银纹夜蛾
薏苡,被危害,玉米螟
菊科,科,牛蒡
微生物,包含,内毒素
农作物,包含,棉花
向日葵,属于,农作物
硕丹,属于,农作物药物
西瓜,包含,景丰宝
农作物,包含,白术
虫,导致,动物疾病
藕,感染,根腐病
郑单958,属于,农作物
明矾溶液,属于,畜牧业药物
幼狐,属于,动物
猪病,属于,动物疾病
克螨灵,属于,农作物药物
农作物,包含,百草霜
中药,包含,乌榄
羽扇豆,属于,农作物
农作物,包含,黍子
微生物,包含,细菌
脱水,属于,动物疾病
花罗汉,属于,动物
疾病,包含,毒蕈碱
硫磷,属于,畜牧业药物
果树,防治,灭蚜威
辣椒,包含,尖椒
禾本科杂草,属于,农作物
景蜜宝,属于,农作物
鲐鱼,属于,动物
害虫,包含,硬蜱
腹泻,不良反应,阿莫西林
孕羊,属于,动物
长效米先,属于,畜牧业药物
猪,感染,沙门氏菌病
番茄,被危害,美洲斑潜蝇
三苯甲咪唑,属于,畜牧业药物
病毒,导致,病毒病
蜘蛛,属于,农作物虫害
真菌,病原,梨黑星病
红掌,属于,农作物
苹果,防治,安泰生
滤食性鱼类,属于,动物
鞘翅目,目,斑蟊
胃蛋白酶,属于,畜牧业药物
阿维菌素,防治,夜蛾类
甘薯,别名,番薯
孕猪,属于,动物
动物,包含,小白鼠
子猪水肿病,属于,动物疾病
农作物,包含,小叶女贞
动物,包含,蜜虫
农作物,包含,荞麦
代森锌可湿性粉剂,防治,霜霉病
害虫,包含,蛛形纲
西瓜,感染,疾病
中药,包含,冰糖
球虫,属于,害虫
白矾,属于,畜牧业药物
镇静剂,属于,害虫
第二茬瓜雌花,属于,农作物
疾病,包含,坏死性肠炎
茉莉花,属于,茉莉属
裂果,属于,农作物病害
辟蚜雾,防治,烟蚜
农作物,包含,莜麦
代森锌,属于,农作物药物
痛风,属于,动物疾病
三天绿,属于,农作物药物
疾病,包含,大肠杆菌病
茶花,属于,农作物
豆科,科,羽扇豆
农作物,包含,糙米
丙磺舒,属于,畜牧业药物
真菌,包含,双孢菇
百菌清可湿性粉剂,防治,炭疽病
64 杀毒矾,防治,茎枯病
炔螨特乳油,属于,农作物药物
赢力,属于,农作物药物
V35,属于,草菇
中药,包含,蛤蜊
旱莲草,属于,畜牧业药物
动物,包含,花蝇科
乐果乳剂,防治,蚜虫
绿鳕,属于,动物
菜叶,属于,农作物
中药,包含,海带
唑类农药,属于,农作物药物
垂丝海棠,属于,农作物
箭舌豌豆,属于,农作物
维生素,属于,畜牧业药物
花卉,包含,向日葵
疾病,包含,皮炎
抗毒素,属于,农作物药物
畸形菇,属于,农作物
疾病,包含,普鲁卡因
杀菌剂,防治,蚜虫
清瘟败毒散,属于,畜牧业药物
西药,包含,酚磺乙胺注射液
青,属于,动物
维生素B6,属于,畜牧业药物
中药,包含,婆婆纳
萘乙酸,属于,农作物药物
蟋蟀,属于,农作物虫害
农作物,包含,芜菁甘蓝
雏禽,属于,动物
番茄,感染,青枯病
贡选1号,属于,大豆
青韭菜,属于,韭菜
中药,包含,黄颡鱼
腻虫,别名,蚜虫
代森猛锌,属于,农作物药物
害虫,包含,蟾蜍
笨鸡,别名,草鸡
红苕,别名,番薯
农作物,包含,白糖
农作物,包含,苕子
疾病,包含,疥螨
疾病,包含,朊病毒
热性病,属于,动物疾病
猪仔,属于,动物
甲胺磷,属于,农作物药物
鲫,属于,动物
微动物,包含,食肉动物
动物,包含,羊茅
克螨灵 吡虫啉,防治,蚜虫
石膏粉,属于,畜牧业药物
微生物,包含,轮状病毒
菊酯类杀虫剂,防治,蚜虫
亲鱼,属于,动物
茶树,属于,农作物
丙硫咪唑,属于,生物
疾病,包含,抗生素
波美,属于,农作物药物
棉花,感染,枯萎
疾病,包含,赤皮病
利谷隆,属于,除锈剂
淡水鱼,属于,动物
烈性传染病,属于,动物疾病
中药,包含,棉籽
害虫,包含,阔叶树
早熟晚粳稻,属于,扬粳4038
害虫,包含,蚧壳虫
大白菜,被危害,蚜虫
鼻炎,防治,生理盐水
消化不良,属于,动物疾病
微生物,包含,多粘类芽孢杆菌
商品虾,属于,动物
雏鸡,感染,传染性法氏囊炎
克暴灵,属于,畜牧业药物
动物,包含,罗非鱼
佛手,别名,佛手柑
氢化可地松,属于,畜牧业药物
新洁尔灭,属于,畜牧业药物
党参,属于,畜牧业药物
早熟晚粳稻,属于,农作物
杏,别名,杏仁
农作物,包含,金边吊兰
疾病,包含,犬传染性肝炎
草甘膦,属于,农作物药物
口腔炎,属于,动物疾病
万家,防治,软腐病
吊瓜,别名,黄瓜
意杨,属于,农作物
高效氯氟氰菊酯,防治,葱蚜
敌百虫,防治,卷叶蛾
万寿菊,属于,农作物
腐烂病菌,属于,农作物病害
农作物,包含,菜籽
氯化钙,属于,农作物药物
大花惠兰,属于,年宵花
莴苣,感染,苗枯病
海芋,属于,花卉
农作物,包含,粳稻
地瓜,别名,甘薯
肝炎,属于,动物疾病
意杨苗,属于,农作物
真菌,包含,口蘑
平菇,属于,食用菌
死秧病”,属于,农作物病害
疾病,包含,链球菌病
害虫,包含,弓形虫
裂果必治,属于,农作物药物
疾病,包含,甲状腺
中药,包含,鳝鱼
细菌,病原,青枯病
农作物,包含,生根粉
板兰根,属于,农作物
黄条跳甲,属于,农作物虫害
西红柿,感染,疫病
农作物,包含,华山松
亚硝酸钠,别名,亚硝酸盐
荧光假单胞杆菌,属于,农作物药物
草莓,感染,炭疽病
农作物,包含,彩色马蹄莲
啶虫脒,防治,蚜虫
精神萎靡,属于,动物疾病
鳝苗,属于,动物
矮生豇豆,属于,蔬菜
豆科,科,豆科牧草
农作物,包含,紫云英
吴茱萸,属于,畜牧业药物
肝周炎,属于,动物疾病
抗阿米巴原虫,属于,害虫
菊花,属于,农作物
调菇水,属于,农作物药物
敌百虫可溶性粉剂,属于,农作物药物
微生物,包含,纹枯病
猪呼吸繁殖综合征,属于,动物疾病
中药,包含,草药
稻株,属于,农作物
洋葱,属于,蔬菜
黄瓣瓜,属于,农作物
杀白蚁药,防治,白蚁
水夹子,属于,害虫
细菌性褐条病,属于,农作物病害
多拉菌素,属于,畜牧业药物
农作物,包含,韭葱
高免卵黄体,属于,畜牧业药物
寄生疫霉,属于,农作物虫害
疾病,包含,蹄裂
杀灭菊脂,防治,小菜蛾
辣椒,感染,脐腐病
结膜炎,属于,动物疾病
架豆,属于,农作物
扁豆,属于,眉豆
疾病,包含,抗菌药物
鱼尾葵,别名,酒椰子
施基肥拌药,防治,白蚁
疾病,包含,炭疽病
中药,包含,生石灰
连翘,属于,农作物
瓜蔓,属于,西瓜
农作物,包含,橘皮
花菇,属于,香菇
波尔多液,防治,炭疽病
中药,包含,博落回
花生,别名,鲐鱼
大青叶,属于,畜牧业药物
兰花,被危害,蓟马
中药,包含,番木瓜
西芹,属于,农作物
苜蓿,感染,病毒病
叶斑病,属于,农作物病害
虫,属于,动物
果类,属于,农作物
