entity,relation,entity2
青年蜂,属于,动物
疾病,包含,疖疮病
护树将军,防治,越冬病毒
甲霜灵可湿性粉剂,防治,霜霉病
蛔虫,属于,害虫
动物,包含,石鲽
绿玫瑰,属于,农作物
枳实,属于,畜牧业药物
鲢鳙鱼,属于,动物
农作物,包含,美人蕉
复合维生素,属于,畜牧业药物
微生物,包含,香菇
黄化萎缩病,属于,农作物病害
桂花,属于,木樨
真菌,属于,食用菌
硫酸阿托品,属于,畜牧业药物
鱼花,属于,动物
小龙虾,属于,动物
害虫,包含,水蚤
益肠安,属于,畜牧业药物
混百菌清,防治,早疫病
多菌灵可湿性粉剂,防治,根腐病
生食萝卜,属于,蔬菜
十字花科,科,菜心
丝瓜,属于,肉丝瓜
猪苓,属于,畜牧业药物
春雷王铜,属于,农作物药物
茯苓,别名,云苓
龙虱,属于,动物
樱桃树,别名,大樱桃树
农作物,包含,琴萌1号
多菌灵可湿性粉剂,防治,颖枯病
农作物,包含,象草
甲基硫菌灵,属于,农作物药物
假旋回症,属于,动物疾病
农作物,包含,秋葵
四防苗,属于,动物疾病
梨小食心虫,被危害,黄桃
黑腹果蝇,属于,生物
三角梅,属于,农作物
北极狐,属于,动物
动物,包含,青年鸭
农作物,包含,冰片
郁李仁,属于,畜牧业药物
辛硫磷乳油,防治,菜蚜
西瓜,包含,景龙宝
莴苣,被危害,蚜虫
农作物,包含,珊瑚花
龙虱,属于,生物
疾病,包含,晚疫病
下痢,属于,动物疾病
害虫,包含,叶蝉
农作物,包含,大叶黄杨
奇巧乳油,属于,农作物药物
肘结节黏液囊炎,属于,动物疾病
瞎撞子,属于,农作物虫害
吡虫啉可湿性粉剂,防治,小猿叶虫
毛皮动物,属于,动物
狭鳕,属于,动物
结球生莱,属于,农作物
敌敌畏,防治,螟虫
害虫,包含,花罗汉
枣虫快毙,属于,农作物药物
农作物,包含,菖蒲
农作物,包含,甜椒
鸡输卵管炎,属于,动物疾病
金合欢,属于,含羞草料
奶牛,包含,乳牛
兰花,感染,霉菌
禾本科作物,属于,农作物
络氨铜水剂,防治,叶枯病
害虫,包含,松材线虫
杨树叶,属于,农作物
香葱,感染,锈病
黄斑卷叶虫,属于,农作物虫害
农作物,包含,瓜叶菊
害虫,包含,黑尾叶蝉
喷菊酷类,防治,斜纹夜盗蛾
黄蟹,属于,动物
农作物,包含,茅栗
微生物,包含,抗菌肽
害虫,包含,水蛇
桑枝,属于,农作物
中药,包含,辣根
烧碱,别名,氢氧化钠
中药,包含,凤尾菇
蜂群,属于,动物
害虫,包含,菜螟
霉锰锌,属于,农作物药物
疾病,包含,肌病
香菜,别名,香荽
稻株,属于,水稻
害虫,包含,草铵膦
可立施或阿克泰,属于,农作物药物
敌磺钠,别名,敌克松
香附子,属于,畜牧业药物
炭疽病,属于,农作物病害
疾病,包含,鸭疫里默氏杆菌病
小麦,被危害,小麦吸浆虫
灭蚜威,防治,斑潜蝇
枸杞,别名,枸杞子
动物,包含,熊蜂
扒老姜,属于,农作物
霜霉病,属于,农作物虫害
苹果,感染,苹果褐斑病
鱼类,包含,鲇鱼
真菌,包含,微孢子虫
锐劲特,属于,农作物药物
毛茛科,科,芍药
疾病,包含,巴氏杆菌病
白龙,属于,畜牧业药物
金玫瑰,属于,农作物
疾病,包含,丹毒
樟脑磺酸,属于,畜牧业药物
害虫,包含,棉铃虫
氟苯尼考,属于,畜牧业药物
硕丹,防治,桃小食心虫
茼蒿,感染,猝倒病
貉子,属于,动物
疾病,包含,肝素
花卉,包含,仙人球
穿心红,属于,农作物
杜邦万克灵,属于,农作物药物
红蜘蛛,别名,螨类
敌敌畏,防治,草地螟
黄边须根,属于,畜牧业药物
蕃茄苗,属于,农作物
布鲁氏菌病,属于,动物疾病
辣椒,感染,菌核病
农作物,包含,马唐
敌杀死,防治,蚜虫
鼠害,病原,老鼠
害虫,包含,大青叶蝉
过氧乙酸,属于,农作物药物
微生物,包含,放线菌
根菜类,属于,农作物
动物,感染,灰霉病
春薯,感染,晚霜
动物,包含,南方大口鲶
农作物,包含,杜梨
川芎,属于,畜牧业药物
代林锌,防治,炭疽病
肥皂水,属于,畜牧业药物
荠菜,被危害,蚜虫
团头鲂,属于,动物
郑杂5号,属于,西瓜
农作物,包含,白柳
动物,包含,鱼类
鼻窦发炎,属于,动物疾病
杨,属于,农作物
黄叶病,感染,苹果
棉种,属于,棉花
豆科,科,补骨脂
豆类,被危害,甘蓝夜蛾
金合欢,属于,合欢属
恩诺沙星,属于,畜牧业药物
三氯杀螨醇乳油,属于,农作物药物
动物,包含,草鸡
禾本科,科,刚竹
藤蔓,属于,农作物
菌核病,属于,农作物虫害
天泰10号,属于,农作物
麦芽,属于,畜牧业药物
雄犬,属于,动物
玛丽华盛顿500W,属于,农作物
农作物,包含,银耳
动物,包含,尖吻鲈
动物,包含,鲫鱼
害虫,包含,食心虫
淡竹,属于,农作物
真菌,病原,水稻立枯病
紫叶李,属于,乔木和花灌木类
野艾,属于,草本
铜制剂,防治,细菌性病害
毒死蜱,防治,桃小食心虫
害虫,包含,麦蜘蛛
阿维菌素,属于,农作物药物
云杉,属于,乔木和花灌木类
对虾,属于,动物疾病
中药,包含,菜豆树
消炎药物,属于,害虫
马铃薯,感染,青枯病
红痢,属于,动物疾病
农作物,包含,金粟兰科
金都尔,属于,农作物药物
花生,被危害,蚜虫
多霉清,属于,农作物药物
病毒,包含,狂犬病病毒
农作物,包含,蓖麻叶
害虫,包含,螨虫
锐扑,属于,农作物药物
害虫,包含,倒刺鲃
幼鸭,属于,动物
佛手,属于,农作物
杏子,别名,杏仁
敌菇虫,属于,农作物药物
园环病毒,属于,害虫
呼吸道细菌病,属于,动物疾病
农作物,包含,树桩盆景
青菜,属于,农作物
鸡,属于,畜牧业药物
烟草,感染,花叶病
椿树,属于,阔叶树
葫芦科,科,有棱丝瓜
农作物,包含,荠菜
农作物,包含,旱金莲
防治鸡输卵管炎,属于,动物疾病
猪流感,属于,动物疾病
叶蝉,属于,农作物虫害
萝卜,被危害,菜青虫
农作物,包含,早熟禾
甲壳素,属于,农作物药物
生地,属于,畜牧业药物
蜱,属于,蜱虫
香葱,感染,叶枯病
板瓜,属于,南瓜苗
动物,包含,绒山羊
病虫,属于,农作物虫害
苏叶,属于,畜牧业药物
天龙宝,防治,桃小食心虫
农作物药物,包含,菜果壮蒂灵
鱼类,包含,鳖
动物,包含,白鹭
大豆,被危害,小地老虎
异菌脲,属于,农作物药物
波尔多液,属于,农作物药物
吡喹酮,属于,畜牧业药物
动物,感染,绵疫病
夏白50,属于,农作物
啶虫脒,防治,粉虱
黄杨,属于,农作物
氢氧化钠,属于,农作物药物
速扑杂乳油,防治,蚧壳虫
旋花科,科,红薯
甲,属于,农作物
彩色马蹄莲,属于,农作物
黄尿病,属于,动物疾病
羊鼻蝇,属于,害虫
鸡眼草,别名,掐不齐
拌料剂,属于,农作物药物
农作物,包含,四季豆
米,属于,农作物
鸭苗,属于,动物
毛细的线虫,属于,动物疾病
明矾,包含,矾
果树,感染,叶片黄化
侧耳根,属于,畜牧业药物
大蒜,属于,农作物
颖枯病,属于,农作物病害
青韭菜,属于,农作物
气单孢菌,属于,害虫
杀毒矾可湿性粉剂,防治,晚疫病
雏鹅,属于,动物
鼠伤寒沙门氏菌,属于,细菌
氧化乐果,防治,麦蚜
金瓜,别名,南瓜
百菌清,防治,猝倒病
灭蝇胺,别名,环丙氨嗪
青萝卜,属于,农作物
农作物,包含,莱菔子
叶菜,属于,农作物
蔗叶,属于,农作物
硫酸镁,属于,畜牧业药物
梅花斑病,属于,动物疾病
金龟子,属于,农作物虫害
消毒药,属于,畜牧业药物
农作物,包含,金柑
紫色长茄,属于,农作物
疾病,包含,鸭瘟
番茄,属于,蔬菜
链霉素,防治,细菌性软腐病
农作物,包含,镇稻11号
半枝莲,属于,畜牧业药物
冬菇,属于,农作物
微生物,包含,革兰氏阴性菌
幼蜂,属于,动物
粉锈宁乳油,防治,锈病
中药,包含,慈菇
病竹,属于,农作物病害
藻,属于,农作物
甲氨基阿维菌素苯甲酸盐,防治,蚜虫
地豆,属于,四季豆
农利灵,防治,早疫病
烧碱,属于,畜牧业药物
农作物,感染,茶云纹叶枯病
微生物,包含,病原菌
板叶荠菜,属于,荠菜
有害疣孢霉,属于,农作物虫害
苹果,感染,落叶病
桔,属于,农作物
白莶,属于,畜牧业药物
柑桔,被危害,蚧壳虫
三黄粉,属于,畜牧业药物
蛛形纲,纲,螨类
腐烂病,别名,白腐病
农作物,包含,印楝素
番茄,属于,瓜果类蔬菜
农作物,包含,稻谷
乐斯本,防治,瓜实蝇
喷施磷酸二氢钾,防治,细菌性病害
漂白粉液,属于,农作物药物
动物,包含,水牛
中华蚤病,属于,动物疾病
灭蜗灵颗粒剂,属于,农作物药物
传染性喉气管炎,属于,动物疾病
线虫,属于,农作物虫害
新枣头,属于,枣树
维生素C水溶液,属于,畜牧业药物
异育银鲫,属于,动物
条斑病毒病,属于,农作物病害
杜鹃,包含,灌木
好灭丹,防治,大造桥虫
苹果幼树,属于,苹果树
腹膜炎,属于,动物疾病
铁树,属于,农作物
农作物,包含,向日葵
中药,包含,苹
中药,包含,苦皮藤
蛙,属于,林蛙
鱼类,包含,麦穗鱼
斜纹夜蛾,属于,农作物虫害
柑桔,属于,农作物
真菌,包含,毛木耳
水蛇,属于,动物
胡萝卜,属于,农作物
农作物,包含,亚麻
公兔,属于,动物
农作物,包含,掐不齐
百合,属于,农作物
西红柿,感染,溃疡病
蔷薇科,科,地榆炭
菊科,科,甘青蒿
动物,感染,稻瘟病
瓜果类,属于,农作物
富士苹果,属于,农作物
甲基硫菌灵可湿性粉剂,防治,蛇眼病
枣树,被危害,枣步曲
腐皮病,属于,动物疾病
夜蛾科,科,甘蓝夜蛾
毒毛中毒,属于,动物疾病
动物,包含,雉鸡
农作物,包含,猴头菇
意杨苗,感染,杨树溃疡病
普乐,属于,畜牧业药物
葱,属于,蔬菜
疾病,包含,绵疫病
杨树,属于,阔叶树
绿萝,属于,水培花卉
过敏反应,属于,动物疾病
茶尺蠖,属于,农作物虫害
桃炭疽病,属于,农作物病害
鸟,属于,动物
升防落素,属于,农作物药物
大肠杆菌病,属于,动物疾病
害虫,包含,粘孢子虫
害虫,包含,萤蔺
日高乳油,属于,农作物药物
农作物,包含,柑
农作物,感染,角斑病
樱桃树,属于,农作物
真菌,包含,曲霉菌
克灵,属于,农作物药物
南瓜,属于,农作物
指环虫属,属于,害虫
高效氯氟氰菊酯,属于,农作物药物
黄鳝,属于,动物
哺乳母猪,属于,动物
波尔多液,防治,细菌性斑点病
绿脓杆菌,属于,害虫
伏桃,属于,农作物
泰妙菌素,属于,畜牧业药物
桑宁73 炔螨特乳油,防治,红蜘蛛
疖疮病,属于,动物疾病
害虫,包含,棘头虫
好安威,属于,农作物药物
动物,包含,高白鲑
黄瓜,感染,炭疽病
扑虱灵,别名,噻嗪酮
树苗,属于,农作物
烟叶,别名,烟草
赤斑病,属于,农作物病害
乌鳢,属于,动物
虫害,属于,农作物虫害
硕丹,防治,绿盲蝽
上海青,别名,青菜
雏,属于,动物
农作物,包含,蚜总科
泻痢停,属于,畜牧业药物
集琦虫螨克,属于,农作物药物
疾病,包含,急性乳房炎
胃肠溃疡疾病,属于,动物疾病
家鸡,别名,土鸡
等量式波尔多液,防治,炭疽病
害虫,包含,蝼蛄
小麦,感染,赤霉病
阿坝蒿,属于,草本
农作物,包含,软枣猕猴桃
农作物,包含,桑树叶
农作物,包含,荜澄茄
病毒,导致,茶炭疽病
链球菌病,防治,疫苗
害虫,包含,家蝇
水稻,感染,稻瘟病菌
弱病毒,属于,害虫
芹菜,感染,斑枯病
口蹄疫疫苗,属于,畜牧业药物
腐必清,属于,农作物药物
斑病,属于,农作物病害
敌百虫粉剂,属于,农作物药物
木通,属于,畜牧业药物
温血动物,属于,动物
鱼类,包含,半滑舌鳎
害虫,包含,蛆虫
狗鳕,属于,动物
菱瘟,属于,农作物病害
十字花科,属于,农作物
虾,属于,罗氏沼虾
农作物,包含,茭白
腐霉利,属于,农作物药物
农作物,包含,生石膏
氧乐果,属于,农作物药物
中草药,包含,毛头鬼伞
西瓜,感染,枯萎病
农作物,包含,蛇床
一串红,属于,农作物
气喘病,属于,动物疾病
大葱,感染,锈病
动物,包含,大眼鳜
微生物,包含,尖孢镰刀菌
绵腐病,属于,农作物病害
敌磺钠,属于,农作物药物
疾病,包含,脑膜炎
莲藕,属于,农作物
茄子苗,属于,茄子
胡瓜鱼,属于,动物
胃溃疡,属于,动物疾病
吡蚜酮,属于,农作物药物
橙色玫瑰,属于,农作物
害虫,包含,茶橙瘿螨
番茄,被危害,蚜虫
肺疫,属于,动物疾病
瑞毒铜,属于,农作物药物
禾本科,科,籼稻
五氯硝基苯,属于,农作物药物
红桔皮,属于,畜牧业药物
粉锈宁乳油,防治,白粉病
细菌性斑点病,属于,农作物病害
农作物,包含,猪苓
中药,包含,鸭舌草
夏青菜,属于,农作物
血痢,属于,动物疾病
棕榈,属于,乔木和花灌木类
甲霜 锰锌可湿性粉剂,防治,叶斑病
牛犊,别名,犊牛
动物,包含,蚕蛹
毒死蜱,防治,绿盲蝽
副睾炎,属于,动物疾病
农作物,包含,炙甘草
多肽提取剂,属于,畜牧业药物
棉籽,属于,农作物
霉灵,属于,农作物药物
杀毒矾可湿性粉剂,防治,灰霉病
杀毒矾,防治,茎枯病
动物,包含,狍子
农作物,包含,毛白杨
肉兔,属于,动物
除虫精粉,防治,玉米螟
害虫,包含,旋毛虫
青霉素,属于,畜牧业药物
枯萎灵,属于,农作物药物
疾病,包含,呼吸道疾病
动物,包含,马尾松
农作物,包含,合欢属
根结线虫病,属于,农作物病害
豆科,科,紫花苜蓿
农作物,包含,金藻
银心吊兰,属于,吊兰
流感,属于,动物疾病
福美砷,属于,农作物药物
大黄苏,属于,畜牧业药物
庆大霉素,属于,畜牧业药物
皇冠一号,属于,丝瓜
食蚜虻,属于,农作物虫害
毛头鬼伞,属于,农作物
敌杀死,防治,黄斑卷叶虫
茶叶,属于,农作物
剑带绦虫病,属于,动物疾病
螳螂,属于,动物
后备猪,属于,动物
猫,属于,动物
井冈多菌灵,属于,农作物药物
菜帮,属于,农作物
草菇,属于,食用菌
胡桃肉状菌,感染,蘑菇
硝酸钙液,防治,脐腐病
葱叶,属于,农作物
顽固性腹泻,属于,动物疾病
肺热,属于,动物疾病
高效氯氰菊脂,属于,农作物药物
枯萎病,属于,农作物病害
农作物,包含,北京小杂56号
番茄,感染,小果症
农作物,包含,稻叶
油茶,属于,农作物
疾病,包含,疱疹病毒科
杀毒矾,防治,叶枯病
农作物,包含,黑树莓
红茶,属于,农作物
连粳7号,属于,中熟中粳稻
疾病,包含,叶斑病
百菌清胶悬液,防治,苹果炭疽病
利谷隆,属于,农作物药物
龟背竹,属于,生物
中药,包含,过路黄
李,属于,李子
鸡苗,属于,动物
天龙宝,防治,绿盲蝽
高锰酸钾液,属于,畜牧业药物
白芦笋,属于,农作物
竹丛枝病,属于,农作物病害
玉米,感染,黑穗病
薯,属于,农作物
鸭巴氏杆菌病,属于,动物疾病
花鲈,别名,鲈鱼
抗氧化剂,属于,焦亚硫酸钠
鲁单9002,属于,玉米
鱼类,包含,罗非鱼
爬行动物,包含,壁虎
乌菱,属于,农作物
害虫,包含,鞘翅目
犬型布鲁氏菌病,属于,动物疾病
荚螟,属于,农作物虫害
茼蒿,感染,霜霉病
向日葵,感染,茎腐病
鸽群,属于,动物
氟苯醚菊酯,属于,畜牧业药物
农作物,包含,韭菜
双青丝瓜,属于,农作物
动物,包含,塘鱼
害虫,包含,粉螨
蚍虫啉乳油,防治,根蚜
蜜虫,属于,农作物虫害
布氏杆菌病,属于,动物疾病
甜瓜,感染,叶斑病
仙人掌,属于,农作物
高美施有机腐殖酸活性液,属于,农作物药物
扁豆,感染,霜霉病
小卷叶蛾,属于,农作物虫害
锚头蚤病,属于,动物疾病
加州72,属于,芦笋
动物,包含,浮游生物
葡萄糖注射液,属于,畜牧业药物
虾病,属于,动物疾病
大腹皮,属于,畜牧业药物
疾病,包含,精神萎靡
螺蚌,属于,动物
病虫害,属于,农作物虫害
疾病,包含,疫病
辣椒,感染,日灼病
高龄蜂,属于,动物
苹果褐斑病,属于,农作物病害
竹叶菜,别名,空心菜
金边,属于,农作物
橡皮树,属于,花木
西瓜,感染,炭疽病
硫双二氯酚,属于,畜牧业药物
废气中毒,属于,动物疾病
金银花,属于,畜牧业药物
花卉,包含,水仙
消化道疾病,属于,动物疾病
灭螨净乳油,防治,红蜘蛛
空心菜,属于,叶菜
铁树,别名,苏铁
野生绞股蓝茶,属于,畜牧业药物
动物,感染,肤霉病
病毒,包含,痘苗病毒
脱水,防治,生理盐水
杀灭菊脂,防治,黄条跳甲
苗枯病,属于,农作物病害
害虫,包含,黄胸鼠
恶霉灵,属于,农作物药物
郑杂9号,属于,农作物
三萜,属于,畜牧业药物
疾病,包含,瘤胃积食
板蓝根,属于,农作物
垂丝海棠,属于,乔木和花灌木类
细菌性叶斑病,属于,农作物病害
传染性法氏囊炎,属于,动物疾病
成乳牛,属于,动物
冰硼散,属于,畜牧业药物
喷菊酷类,防治,蓟马
松脂酸铜乳油,属于,农作物药物
兰叶,属于,农作物
蚊,属于,孑孓
疯长,属于,农作物病害
夏暑茶,属于,农作物
榆树,别名,榆
鱼尾葵,别名,红棕竹
红底板病,属于,动物疾病
杜鹃,属于,花木
金合欢,属于,农作物
青花菜,属于,蔬菜
烂皮病,别名,腐烂病
害虫,包含,蝗科
退菌特可湿性粉剂,防治,果轮纹病
春薯,感染,疫病
粉痂病,属于,农作物病害
疫霉菌,属于,农作物虫害
大白菜,被危害,斑潜蝇
无名高烧,属于,动物疾病
炎症,属于,动物疾病
害虫,包含,指环虫科
刺槐,属于,树
小松菇,别名,巴西蘑菇
花卉,包含,大丽花
动物,包含,草鳊
香葱,被危害,种蝇
动物,包含,柴鸡
腐熟有机肥,属于,农作物药物
花菜,属于,农作物
火碱水,属于,畜牧业药物
当归,属于,畜牧业药物
野鸡,属于,动物
寄生蜂,属于,农作物虫害
黄瓜嫁接苗,属于,农作物
防疫液,属于,畜牧业药物
灭蝇胺,属于,农作物药物
梨,感染,腐心病
越冬病毒,属于,农作物虫害
菇蚊成虫,属于,农作物虫害
桃树,属于,树
链霉素,属于,害虫
农作物,包含,毛茛科
菇,属于,农作物
黑密2号,属于,西瓜
银翘散,属于,畜牧业药物
夏小白菜,属于,小白菜
敌百虫晶体,属于,农作物药物
抗虫棉,属于,农作物
稻杆,属于,农作物
果树,被危害,黄斑卷叶虫
棉花,感染,枯黄萎病
动物,感染,新城疫病毒
新高脂膜,属于,农作物
农作物,包含,银边吊兰
姜科,科,郁金
营养,属于,食醋
农作物,包含,百脉根
猪红痢氢氧化铝菌苗,属于,畜牧业药物
花椒,属于,树
梭菌性肠炎,属于,动物疾病
柑桔,被危害,红蜘蛛
奶仔猪,属于,动物
农作物,感染,冻害
猪,感染,动物疾病
三环唑,防治,稻温病
凤梨,属于,水培花卉
豆科,科,眉豆
噬菌蛭弧菌,属于,畜牧业药物
亚麻,属于,农作物
中型兔,属于,生物
绿盲蝽,属于,农作物虫害
真菌,导致,玉米大斑病
动物,包含,长颈鹿
纹枯病病,属于,农作物虫害
河蟹,属于,动物
公母猫,属于,动物
白术,属于,畜牧业药物
疾病,包含,人兽共患病
蚍虫啉乳油,属于,农作物药物
玉米大斑病,属于,农作物病害
棉絮,属于,农作物
初产牛,属于,动物
疾病,包含,肤霉病
黑果病,属于,农作物病害
农作物,包含,栝楼
绿得保,属于,农作物药物
疾病,包含,猪棘头虫病
板叶荠菜,别名,大叶荠菜
继发大肠杆菌病,属于,动物疾病
甲基托布津可湿性粉剂,防治,炭疽病
害虫,包含,吸浆虫
甘蓝,属于,农作物
托布津,属于,农作物药物
桃,属于,农作物
农作物,包含,籽粒苋
动物,包含,贝类
动物,包含,蟾蜍
绿丰1号,属于,农作物
叶部病害,属于,农作物病害
丰产树,属于,农作物
农作物,包含,红叶石楠
玫瑰,包含,灌木
麝香石竹,属于,农作物
百菌清可湿性粉剂,防治,霜霉病
锚头鳋,属于,害虫
烂尾病,属于,动物疾病
疾病,包含,真菌病
猪,防治,畜牧业药物
硫磺,属于,农作物药物
吡虫啉可湿性粉剂,防治,四绒金龟甲
红富士,属于,农作物
米兰,属于,花木
家鸡,属于,鸡
苏云金杆菌,防治,小菜蛾
农作物,包含,青木香
三甲氧苄氨嘧啶,属于,畜牧业药物
白菜,被危害,甘蓝夜蛾
日高乳油,防治,烟青虫
农作物,包含,烟叶
阿特拉津,属于,农作物药物
农用硫酸链霉素可溶性粉剂,防治,灰霉病
驱虫药物,属于,畜牧业药物
动物,包含,蚧壳虫
害虫,包含,肝片形吸虫
琥胶肥酸铜,防治,细菌性病害
黑穗病,属于,农作物病害
急性败血,属于,动物疾病
黄腐酸盐,属于,农作物药物
鱼类,感染,肤霉病
子宫内膜炎,属于,动物疾病
农作物,包含,黑籽南瓜
银雀,属于,农作物药物
农作物,包含,虾衣花
丝瓜,被危害,瓜绢螟
水稻,感染,白叶枯病
果树早期落叶病,属于,农作物病害
白锈病,属于,农作物病害
乌洛托品注射液,属于,畜牧业药物
杀毒矾可湿性粉剂,防治,叶斑病
农作物,包含,阿坝蒿
蛋鸭,属于,动物
复合酚类环境消毒剂,属于,畜牧业药物
夜蛾科,属于,斜纹夜蛾
疾病,包含,早衰
养殖蟹,属于,动物
连粳7号,属于,农作物
苹果,属于,果树
西葫芦,属于,农作物
可杀得可湿性粉剂,防治,黄萎病
农作物,包含,粉掌
微生物,包含,乳酸菌
石榴,属于,石榴根皮
害虫,包含,成虫
刺槐,属于,农作物
烟碱合剂,属于,农作物药物
黄曲霉菌,属于,黄曲霉
肉用仔鸭,属于,动物
乳鸽,属于,动物
虾,别名,青虾
糯玉米,属于,玉米
动物,包含,多肉农作物
氨基酸液肥,属于,农作物药物
茼蒿,属于,农作物
农作物,包含,扁豆
V35,属于,农作物
细菌性肠炎病,属于,动物疾病
虾,属于,幼虾
凤梨,属于,年宵花
田螺,属于,动物
动物,包含,石鸡
夜蛾科,属于,夜蛾
燕麦,属于,农作物
灭活疫苗,属于,畜牧业药物
桃树,属于,农作物
痢菌净,属于,畜牧业药物
疾病,包含,新城疫病毒
小爪虫,属于,害虫
扁豆,属于,农作物
屈腱炎,属于,动物疾病
根蚜,属于,农作物虫害
微生物,包含,氯化物
碧护,属于,农作物药物
恶霉灵,防治,猝倒病
水韭菜,属于,农作物
苏州青,属于,农作物
中草药,包含,菠萝蜜
萝卜芽,属于,萝卜
畜禽,属于,动物
疾病,包含,膀胱炎
小龙柏,属于,农作物
氮磷钾,属于,农作物药物
花椒,属于,农作物
花卉,包含,洋水仙
农作物,包含,茯神
中药,包含,松香
人畜共患病,属于,动物疾病
扁豆,别名,峨眉豆
加瑞农,属于,农作物药物
磷酸二氢钾溶液,属于,农作物药物
抗生素,包含,阿莫西林
慢性寄生虫病,属于,动物疾病
中药,包含,鲢鱼
中药,包含,蓖麻油
黄颡鱼,属于,动物
疾病猪,属于,动物
生食萝卜,属于,农作物
农作物,包含,萝卜
疾病,包含,子宫内膜炎
巴西蘑菇,属于,农作物
除虫脲,属于,农作物药物
中药,包含,艾叶
灭活苗,属于,口蹄疫疫苗
黄瓜,包含,绿丰1号
农作物,包含,香葱
烂头病,属于,农作物病害
苋科,属于,莲子草
胡萝卜,被危害,蝼蛄
桑树,属于,阔叶树
恩诺沙星注射液,属于,畜牧业药物
胡桃肉状菌,属于,农作物病害
红叶茎枯病,属于,农作物病害
乔木,包含,黑松
秋梢,属于,果树
动物,包含,月鳢
疾病,包含,白皮病
农作物,感染,土传病害
农作物,包含,瓜皮
疾病,包含,心包炎
本地猪病,属于,动物疾病
食盐水,属于,畜牧业药物
农作物,包含,非洲菊
中药,包含,鹤虱
水合氯醛注射液,属于,畜牧业药物
犬细小病毒性肠炎,属于,动物疾病
芽,感染,赤霉病
蚜虫,属于,作物虫害
日本侧殖吸虫,属于,害虫
农作物,包含,野苜蓿
野杂鱼,属于,害虫
爱福丁,防治,蚜虫
獭兔,属于,动物
褐斑病,别名,赤星病
小斑病,属于,农作物病害
黑鳃病,属于,疾病
蒜蛆,属于,农作物虫害
水稻,感染,胡麻病菌
杜邦万克灵,防治,金针虫
葫芦科,科,白兰瓜
附红细胞体病,属于,动物疾病
农作物,包含,罗布麻
农作物,包含,广藿香
动物,包含,家鸡
农作物,包含,茯苓
冰鲜鱼,属于,动物
土菌消 水剂,防治,猝倒病
微生物,包含,光合细菌
果树,感染,苹果炭疽病
疾病,包含,霜霉病
骨质疏松症,属于,动物疾病
死鱼,属于,动物
中药,包含,滑石粉
动物,包含,草兔
瘤胃素,属于,畜牧业药物
农作物,包含,骨碎补
桑毛虫,属于,害虫
油乳剂苗,属于,畜牧业药物
黑胫病,属于,农作物病害
菜果壮蒂灵,属于,农作物药物
代森锰锌可湿性粉剂,防治,斑枯病
茼蒿,被危害,斑潜蝇
果树,感染,苹果轮纹病
芦笋,属于,蔬菜
辛乳油,防治,桑毛虫
鼠害,属于,害虫
黄杨,属于,小灌木类
恶霉灵,防治,小果症
鱼腥草,属于,农作物
豆科牧草,属于,农作物
